,hospital_id,row_id,line_type,description,rev_code,local_code,code,ms_drg,apr_drg,eapg,hcpcs_cpt,modifiers,thru,apc,icd,ndc,drug_hcpcs_multiplier,drug_quantity,drug_units_of_measurement,drug_type_of_measurement,billing_class,setting,payer_category,payer_name,plan_name,standard_charge,standard_charge_percent,contracting_method,additional_generic_notes,additional_payer_specific_notes
3259,383300,3260,CPT,APPLICATION OF JACKET TYPE BODY CAST,,,,,,,29010,,,,,,,,,,facility,outpatient,gross,,,11376.95,,Capitation,Line,
3260,383300,3261,CPT,APPLICATION OF JACKET TYPE BODY CAST,,,,,,,29010,,,,,,,,,,facility,outpatient,cash,,,11376.95,,Capitation,Line,
3261,383300,3262,CPT,APPLICATION OF JACKET TYPE BODY CAST,,,,,,,29010,,,,,,,,,,facility,outpatient,min,,,206.58,,Capitation,Line,
3262,383300,3263,CPT,APPLICATION OF JACKET TYPE BODY CAST,,,,,,,29010,,,,,,,,,,facility,outpatient,max,,,14316.72,,Capitation,Line,
3264,383300,3265,CPT,APPLICATION OF JACKET TYPE BODY CAST,,,,,,,29010,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,390.19,,Capitation,Line,
3265,383300,3266,CPT,APPLICATION OF JACKET TYPE BODY CAST,,,,,,,29010,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,206.58,,Capitation,Line,
3266,383300,3267,CPT,APPLICATION OF JACKET TYPE BODY CAST,,,,,,,29010,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,14316.72,,Capitation,Line,
3267,383300,3268,CPT,APPLICATION OF JACKET TYPE BODY CAST,,,,,,,29010,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,514.47,,Capitation,Line,
3268,383300,3269,CPT,APPLICATION OF JACKET TYPE BODY CAST,,,,,,,29010,,,,,,,,,,facility,outpatient,gross,,,11696.54,,Capitation,Package,
3269,383300,3270,CPT,APPLICATION OF JACKET TYPE BODY CAST,,,,,,,29010,,,,,,,,,,facility,outpatient,cash,,,11696.54,,Capitation,Package,
3270,383300,3271,CPT,APPLICATION OF JACKET TYPE BODY CAST,,,,,,,29010,,,,,,,,,,facility,outpatient,min,,,206.58,,Capitation,Package,
3271,383300,3272,CPT,APPLICATION OF JACKET TYPE BODY CAST,,,,,,,29010,,,,,,,,,,facility,outpatient,max,,,14316.72,,Capitation,Package,
3273,383300,3274,CPT,APPLICATION OF JACKET TYPE BODY CAST,,,,,,,29010,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,390.19,,Capitation,Package,
3274,383300,3275,CPT,APPLICATION OF JACKET TYPE BODY CAST,,,,,,,29010,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,206.58,,Capitation,Package,
3275,383300,3276,CPT,APPLICATION OF JACKET TYPE BODY CAST,,,,,,,29010,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,14316.72,,Capitation,Package,
3276,383300,3277,CPT,APPLICATION OF JACKET TYPE BODY CAST,,,,,,,29010,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,514.47,,Capitation,Package,
3277,383300,3278,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,gross,,,711.93,,Capitation,Line,
3278,383300,3279,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,cash,,,711.93,,Capitation,Line,
3279,383300,3280,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,min,,,48.07,,Capitation,Line,
3280,383300,3281,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,max,,,967.4,,Capitation,Line,
3282,383300,3283,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial HMO/POS,,525.08,,Capitation,Line,
3283,383300,3284,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial PPO/Open Access,,311.14,,Capitation,Line,
3284,383300,3285,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,54.76,,Capitation,Line,
3285,383300,3286,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,payer,Cigna-Commercial PPO/Open Access,,273.88,,Capitation,Line,
3286,383300,3287,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,payer,Kaiser Foundation-Commercial other,,284.41,,Capitation,Line,
3287,383300,3288,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,payer,Molina Healthcare-Medicaid HMO,,103.7,,Capitation,Line,
3288,383300,3289,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,967.4,,Capitation,Line,
3289,383300,3290,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,48.07,,Capitation,Line,
3290,383300,3291,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,504.07,,Capitation,Line,
3291,383300,3292,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,410.55,,Capitation,Line,
3292,383300,3293,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,92.18,,Capitation,Line,
3293,383300,3294,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,gross,,,711.93,,Capitation,Package,
3294,383300,3295,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,cash,,,711.93,,Capitation,Package,
3295,383300,3296,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,min,,,48.07,,Capitation,Package,
3296,383300,3297,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,max,,,967.4,,Capitation,Package,
3298,383300,3299,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial HMO/POS,,525.08,,Capitation,Package,
3299,383300,3300,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial PPO/Open Access,,311.14,,Capitation,Package,
3300,383300,3301,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,54.76,,Capitation,Package,
3301,383300,3302,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,payer,Cigna-Commercial PPO/Open Access,,273.88,,Capitation,Package,
3302,383300,3303,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,payer,Kaiser Foundation-Commercial other,,284.41,,Capitation,Package,
3303,383300,3304,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,payer,Molina Healthcare-Medicaid HMO,,103.7,,Capitation,Package,
3304,383300,3305,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,967.4,,Capitation,Package,
3305,383300,3306,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,48.07,,Capitation,Package,
3306,383300,3307,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,504.07,,Capitation,Package,
3307,383300,3308,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,410.55,,Capitation,Package,
3308,383300,3309,CPT,APPLICATION OF SHOULDER TO HAND CAST,,,,,,,29065,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,92.18,,Capitation,Package,
3309,383300,3310,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,gross,,,709.31,,Capitation,Line,
3310,383300,3311,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,cash,,,709.31,,Capitation,Line,
3311,383300,3312,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,min,,,49.61,,Capitation,Line,
3312,383300,3313,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,max,,,782.84,,Capitation,Line,
3314,383300,3315,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial HMO/POS,,306.59,,Capitation,Line,
3315,383300,3316,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,49.61,,Capitation,Line,
3316,383300,3317,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,payer,Cigna-Commercial other,,222.97,,Capitation,Line,
3317,383300,3318,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,payer,Cigna-Commercial PPO/Open Access,,236.92,,Capitation,Line,
3318,383300,3319,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,payer,Kaiser Foundation-Commercial other,,280.59,,Capitation,Line,
3319,383300,3320,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,payer,MODA-Medicaid HMO,,215.59,,Capitation,Line,
3320,383300,3321,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,payer,Molina Healthcare-Medicaid HMO,,362.64,,Capitation,Line,
3321,383300,3322,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,782.84,,Capitation,Line,
3322,383300,3323,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,357.72,,Capitation,Line,
3323,383300,3324,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,672.09,,Capitation,Line,
3324,383300,3325,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,700.1,,Capitation,Line,
3325,383300,3326,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,350.05,,Capitation,Line,
3326,383300,3327,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,gross,,,709.31,,Capitation,Package,
3327,383300,3328,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,cash,,,709.31,,Capitation,Package,
3328,383300,3329,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,min,,,49.61,,Capitation,Package,
3329,383300,3330,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,max,,,782.84,,Capitation,Package,
3331,383300,3332,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial HMO/POS,,306.59,,Capitation,Package,
3332,383300,3333,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,49.61,,Capitation,Package,
3333,383300,3334,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,payer,Cigna-Commercial other,,222.97,,Capitation,Package,
3334,383300,3335,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,payer,Cigna-Commercial PPO/Open Access,,236.92,,Capitation,Package,
3335,383300,3336,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,payer,Kaiser Foundation-Commercial other,,280.59,,Capitation,Package,
3336,383300,3337,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,payer,MODA-Medicaid HMO,,215.59,,Capitation,Package,
3337,383300,3338,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,payer,Molina Healthcare-Medicaid HMO,,362.64,,Capitation,Package,
3338,383300,3339,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,782.84,,Capitation,Package,
3339,383300,3340,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,357.72,,Capitation,Package,
3340,383300,3341,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,672.09,,Capitation,Package,
3341,383300,3342,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,700.1,,Capitation,Package,
3342,383300,3343,CPT,APPLICATION OF ELBOW TO FINGER CAST,,,,,,,29075,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,350.05,,Capitation,Package,
3343,383300,3344,CPT,APPLICATION OF HAND AND LOWER FOREARM CAST,,,,,,,29085,,,,,,,,,,facility,outpatient,gross,,,700.1,,Capitation,Line,
3344,383300,3345,CPT,APPLICATION OF HAND AND LOWER FOREARM CAST,,,,,,,29085,,,,,,,,,,facility,outpatient,cash,,,700.1,,Capitation,Line,
3345,383300,3346,CPT,APPLICATION OF HAND AND LOWER FOREARM CAST,,,,,,,29085,,,,,,,,,,facility,outpatient,min,,,63.18,,Capitation,Line,
3346,383300,3347,CPT,APPLICATION OF HAND AND LOWER FOREARM CAST,,,,,,,29085,,,,,,,,,,facility,outpatient,max,,,566.55,,Capitation,Line,
3348,383300,3349,CPT,APPLICATION OF HAND AND LOWER FOREARM CAST,,,,,,,29085,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial HMO/POS,,127.3,,Capitation,Line,
3349,383300,3350,CPT,APPLICATION OF HAND AND LOWER FOREARM CAST,,,,,,,29085,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,63.18,,Capitation,Line,
3350,383300,3351,CPT,APPLICATION OF HAND AND LOWER FOREARM CAST,,,,,,,29085,,,,,,,,,,facility,outpatient,payer,MODA-Medicaid HMO,,106.08,,Capitation,Line,
3351,383300,3352,CPT,APPLICATION OF HAND AND LOWER FOREARM CAST,,,,,,,29085,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,566.55,,Capitation,Line,
3352,383300,3353,CPT,APPLICATION OF HAND AND LOWER FOREARM CAST,,,,,,,29085,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,127.07,,Capitation,Line,
3353,383300,3354,CPT,APPLICATION OF HAND AND LOWER FOREARM CAST,,,,,,,29085,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,81.48,,Capitation,Line,
3354,383300,3355,CPT,APPLICATION OF HAND AND LOWER FOREARM CAST,,,,,,,29085,,,,,,,,,,facility,outpatient,gross,,,1051.7,,Capitation,Package,
3355,383300,3356,CPT,APPLICATION OF HAND AND LOWER FOREARM CAST,,,,,,,29085,,,,,,,,,,facility,outpatient,cash,,,1051.7,,Capitation,Package,
3356,383300,3357,CPT,APPLICATION OF HAND AND LOWER FOREARM CAST,,,,,,,29085,,,,,,,,,,facility,outpatient,min,,,63.18,,Capitation,Package,
3357,383300,3358,CPT,APPLICATION OF HAND AND LOWER FOREARM CAST,,,,,,,29085,,,,,,,,,,facility,outpatient,max,,,566.55,,Capitation,Package,
3359,383300,3360,CPT,APPLICATION OF HAND AND LOWER FOREARM CAST,,,,,,,29085,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial HMO/POS,,127.3,,Capitation,Package,
3360,383300,3361,CPT,APPLICATION OF HAND AND LOWER FOREARM CAST,,,,,,,29085,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,63.18,,Capitation,Package,
3361,383300,3362,CPT,APPLICATION OF HAND AND LOWER FOREARM CAST,,,,,,,29085,,,,,,,,,,facility,outpatient,payer,MODA-Medicaid HMO,,106.08,,Capitation,Package,
3362,383300,3363,CPT,APPLICATION OF HAND AND LOWER FOREARM CAST,,,,,,,29085,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,566.55,,Capitation,Package,
3363,383300,3364,CPT,APPLICATION OF HAND AND LOWER FOREARM CAST,,,,,,,29085,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,127.07,,Capitation,Package,
3364,383300,3365,CPT,APPLICATION OF HAND AND LOWER FOREARM CAST,,,,,,,29085,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,81.48,,Capitation,Package,
3365,383300,3366,CPT,APPLICATION OF FINGER CAST,,,,,,,29086,,,,,,,,,,facility,outpatient,gross,,,364.4,,Capitation,Line,
3366,383300,3367,CPT,APPLICATION OF FINGER CAST,,,,,,,29086,,,,,,,,,,facility,outpatient,cash,,,364.4,,Capitation,Line,
3367,383300,3368,CPT,APPLICATION OF FINGER CAST,,,,,,,29086,,,,,,,,,,facility,outpatient,min,,,44.81,,Capitation,Line,
3368,383300,3369,CPT,APPLICATION OF FINGER CAST,,,,,,,29086,,,,,,,,,,facility,outpatient,max,,,44.81,,Capitation,Line,
3370,383300,3371,CPT,APPLICATION OF FINGER CAST,,,,,,,29086,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,44.81,,Capitation,Line,
3371,383300,3372,CPT,APPLICATION OF FINGER CAST,,,,,,,29086,,,,,,,,,,facility,outpatient,gross,,,364.4,,Capitation,Package,
3372,383300,3373,CPT,APPLICATION OF FINGER CAST,,,,,,,29086,,,,,,,,,,facility,outpatient,cash,,,364.4,,Capitation,Package,
3373,383300,3374,CPT,APPLICATION OF FINGER CAST,,,,,,,29086,,,,,,,,,,facility,outpatient,min,,,44.81,,Capitation,Package,
3374,383300,3375,CPT,APPLICATION OF FINGER CAST,,,,,,,29086,,,,,,,,,,facility,outpatient,max,,,44.81,,Capitation,Package,
3376,383300,3377,CPT,APPLICATION OF FINGER CAST,,,,,,,29086,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,44.81,,Capitation,Package,
3377,383300,3378,CPT,APPLICATION OF LOWER AND UPPER ARM SPLINT,,,,,,,29105,,,,,,,,,,facility,outpatient,gross,,,632.96,,Capitation,Line,
3378,383300,3379,CPT,APPLICATION OF LOWER AND UPPER ARM SPLINT,,,,,,,29105,,,,,,,,,,facility,outpatient,cash,,,632.96,,Capitation,Line,
3379,383300,3380,CPT,APPLICATION OF LOWER AND UPPER ARM SPLINT,,,,,,,29105,,,,,,,,,,facility,outpatient,min,,,57.21,,Capitation,Line,
3380,383300,3381,CPT,APPLICATION OF LOWER AND UPPER ARM SPLINT,,,,,,,29105,,,,,,,,,,facility,outpatient,max,,,525.08,,Capitation,Line,
3382,383300,3383,CPT,APPLICATION OF LOWER AND UPPER ARM SPLINT,,,,,,,29105,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial HMO/POS,,525.08,,Capitation,Line,
3383,383300,3384,CPT,APPLICATION OF LOWER AND UPPER ARM SPLINT,,,,,,,29105,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,421.16,,Capitation,Line,
3384,383300,3385,CPT,APPLICATION OF LOWER AND UPPER ARM SPLINT,,,,,,,29105,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,57.21,,Capitation,Line,
3385,383300,3386,CPT,APPLICATION OF LOWER AND UPPER ARM SPLINT,,,,,,,29105,,,,,,,,,,facility,outpatient,gross,,,632.96,,Capitation,Package,
3386,383300,3387,CPT,APPLICATION OF LOWER AND UPPER ARM SPLINT,,,,,,,29105,,,,,,,,,,facility,outpatient,cash,,,632.96,,Capitation,Package,
3387,383300,3388,CPT,APPLICATION OF LOWER AND UPPER ARM SPLINT,,,,,,,29105,,,,,,,,,,facility,outpatient,min,,,57.21,,Capitation,Package,
3388,383300,3389,CPT,APPLICATION OF LOWER AND UPPER ARM SPLINT,,,,,,,29105,,,,,,,,,,facility,outpatient,max,,,525.08,,Capitation,Package,
3390,383300,3391,CPT,APPLICATION OF LOWER AND UPPER ARM SPLINT,,,,,,,29105,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial HMO/POS,,525.08,,Capitation,Package,
3391,383300,3392,CPT,APPLICATION OF LOWER AND UPPER ARM SPLINT,,,,,,,29105,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,421.16,,Capitation,Package,
3392,383300,3393,CPT,APPLICATION OF LOWER AND UPPER ARM SPLINT,,,,,,,29105,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,57.21,,Capitation,Package,
3393,383300,3394,CPT,APPLICATION OF NONMOVEABLE FOREARM TO HAND SPLINT,,,,,,,29125,,,,,,,,,,facility,outpatient,gross,,,490.29,,Capitation,Line,
3394,383300,3395,CPT,APPLICATION OF NONMOVEABLE FOREARM TO HAND SPLINT,,,,,,,29125,,,,,,,,,,facility,outpatient,cash,,,490.29,,Capitation,Line,
3395,383300,3396,CPT,APPLICATION OF NONMOVEABLE FOREARM TO HAND SPLINT,,,,,,,29125,,,,,,,,,,facility,outpatient,min,,,27.89,,Capitation,Line,
3396,383300,3397,CPT,APPLICATION OF NONMOVEABLE FOREARM TO HAND SPLINT,,,,,,,29125,,,,,,,,,,facility,outpatient,max,,,525.08,,Capitation,Line,
3398,383300,3399,CPT,APPLICATION OF NONMOVEABLE FOREARM TO HAND SPLINT,,,,,,,29125,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial HMO/POS,,525.08,,Capitation,Line,
3399,383300,3400,CPT,APPLICATION OF NONMOVEABLE FOREARM TO HAND SPLINT,,,,,,,29125,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,37.33,,Capitation,Line,
3400,383300,3401,CPT,APPLICATION OF NONMOVEABLE FOREARM TO HAND SPLINT,,,,,,,29125,,,,,,,,,,facility,outpatient,payer,Cigna-Commercial PPO/Open Access,,182.2,,Capitation,Line,
3401,383300,3402,CPT,APPLICATION OF NONMOVEABLE FOREARM TO HAND SPLINT,,,,,,,29125,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,263.28,,Capitation,Line,
3402,383300,3403,CPT,APPLICATION OF NONMOVEABLE FOREARM TO HAND SPLINT,,,,,,,29125,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,27.89,,Capitation,Line,
3403,383300,3404,CPT,APPLICATION OF NONMOVEABLE FOREARM TO HAND SPLINT,,,,,,,29125,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,504.07,,Capitation,Line,
3404,383300,3405,CPT,APPLICATION OF NONMOVEABLE FOREARM TO HAND SPLINT,,,,,,,29125,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,326.67,,Capitation,Line,
3405,383300,3406,CPT,APPLICATION OF NONMOVEABLE FOREARM TO HAND SPLINT,,,,,,,29125,,,,,,,,,,facility,outpatient,gross,,,490.29,,Capitation,Package,
3406,383300,3407,CPT,APPLICATION OF NONMOVEABLE FOREARM TO HAND SPLINT,,,,,,,29125,,,,,,,,,,facility,outpatient,cash,,,490.29,,Capitation,Package,
3407,383300,3408,CPT,APPLICATION OF NONMOVEABLE FOREARM TO HAND SPLINT,,,,,,,29125,,,,,,,,,,facility,outpatient,min,,,27.89,,Capitation,Package,
3408,383300,3409,CPT,APPLICATION OF NONMOVEABLE FOREARM TO HAND SPLINT,,,,,,,29125,,,,,,,,,,facility,outpatient,max,,,525.08,,Capitation,Package,
3410,383300,3411,CPT,APPLICATION OF NONMOVEABLE FOREARM TO HAND SPLINT,,,,,,,29125,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial HMO/POS,,525.08,,Capitation,Package,
3411,383300,3412,CPT,APPLICATION OF NONMOVEABLE FOREARM TO HAND SPLINT,,,,,,,29125,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,37.33,,Capitation,Package,
3412,383300,3413,CPT,APPLICATION OF NONMOVEABLE FOREARM TO HAND SPLINT,,,,,,,29125,,,,,,,,,,facility,outpatient,payer,Cigna-Commercial PPO/Open Access,,182.2,,Capitation,Package,
3413,383300,3414,CPT,APPLICATION OF NONMOVEABLE FOREARM TO HAND SPLINT,,,,,,,29125,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,263.28,,Capitation,Package,
3414,383300,3415,CPT,APPLICATION OF NONMOVEABLE FOREARM TO HAND SPLINT,,,,,,,29125,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,27.89,,Capitation,Package,
3415,383300,3416,CPT,APPLICATION OF NONMOVEABLE FOREARM TO HAND SPLINT,,,,,,,29125,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,504.07,,Capitation,Package,
3416,383300,3417,CPT,APPLICATION OF NONMOVEABLE FOREARM TO HAND SPLINT,,,,,,,29125,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,326.67,,Capitation,Package,
3417,383300,3418,CPT,APPLICATION OF MOVEABLE OR HINGED FOREARM TO HAND SPLINT,,,,,,,29126,,,,,,,,,,facility,outpatient,gross,,,700.1,,Capitation,Line,
3418,383300,3419,CPT,APPLICATION OF MOVEABLE OR HINGED FOREARM TO HAND SPLINT,,,,,,,29126,,,,,,,,,,facility,outpatient,cash,,,700.1,,Capitation,Line,
3419,383300,3420,CPT,APPLICATION OF MOVEABLE OR HINGED FOREARM TO HAND SPLINT,,,,,,,29126,,,,,,,,,,facility,outpatient,min,,,326.67,,Capitation,Line,
3420,383300,3421,CPT,APPLICATION OF MOVEABLE OR HINGED FOREARM TO HAND SPLINT,,,,,,,29126,,,,,,,,,,facility,outpatient,max,,,326.67,,Capitation,Line,
3422,383300,3423,CPT,APPLICATION OF MOVEABLE OR HINGED FOREARM TO HAND SPLINT,,,,,,,29126,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,326.67,,Capitation,Line,
3423,383300,3424,CPT,APPLICATION OF MOVEABLE OR HINGED FOREARM TO HAND SPLINT,,,,,,,29126,,,,,,,,,,facility,outpatient,gross,,,1057.56,,Capitation,Package,
3424,383300,3425,CPT,APPLICATION OF MOVEABLE OR HINGED FOREARM TO HAND SPLINT,,,,,,,29126,,,,,,,,,,facility,outpatient,cash,,,1057.56,,Capitation,Package,
