,Hospital,Procedure Code,HCPCS,Code Code,Procedure Name,Affiliation,Cost
10080,Legacy Good Samaritan Medical Center,320,75833,CDM Revenue Code,HC AN VENOGRAPHY RENAL BILATERAL SELECTIVE S&I,Discounted Cash Price,4624.75
10081,Legacy Good Samaritan Medical Center,360,64633,CDM Revenue Code,HC AN BILAT DESTROY CERV/THOR FACET JNT,Discounted Cash Price,1990.3
10082,Legacy Good Samaritan Medical Center,360,64633,CDM Revenue Code,HC AN DESTROY CERV/THOR FACET JNT,Discounted Cash Price,1990.3
10083,Legacy Good Samaritan Medical Center,360,64634,CDM Revenue Code,HC AN DESTROY C/TH FACET JNT ADDL,Discounted Cash Price,1459.9
10084,Legacy Good Samaritan Medical Center,360,64635,CDM Revenue Code,HC AN DESTROY LUMB/SAC FACET JNT,Discounted Cash Price,1990.3
10085,Legacy Good Samaritan Medical Center,360,64636,CDM Revenue Code,HC AN DESTROY L/S FACET JNT ADDL,Discounted Cash Price,1489.8
10086,Legacy Good Samaritan Medical Center,360,64634,CDM Revenue Code,HC AN DESTROY BILAT C/TH FACET JNT ADDL,Discounted Cash Price,2189.2
10087,Legacy Good Samaritan Medical Center,360,64635,CDM Revenue Code,HC AN DESTROY BILAT LUMB/SAC FACET JNT,Discounted Cash Price,2178.15
10088,Legacy Good Samaritan Medical Center,360,64636,CDM Revenue Code,HC AN DESTROY BILAT L/S FACET JNT ADDL,Discounted Cash Price,2234.05
10089,Legacy Good Samaritan Medical Center,360,64561,CDM Revenue Code,"HC IMP ELEC NERVE STIM, SACRAL, TRANSFORAMINAL W/IMAGE GUIDE",Discounted Cash Price,6154.85
10090,Legacy Good Samaritan Medical Center,360,64445,CDM Revenue Code,HC INJ PIRIFORMIS/ SCIATIC NERVE SNGL,Discounted Cash Price,773.5
10091,Legacy Good Samaritan Medical Center,360,20550,CDM Revenue Code,HC INJ TENDON SHEATH/ LIGAMENT APONE SNGL,Discounted Cash Price,254.15
10092,Legacy Good Samaritan Medical Center,360,61070,CDM Revenue Code,HC PUNCTURE SHUNT TUBE/ RESERVOIR FOR ASP OR INJ PROC,Discounted Cash Price,613.6
10093,Legacy Good Samaritan Medical Center,360,62370,CDM Revenue Code,HC ELEC ANLYS REV/REPOSIT TUNN CATH INTRATHCL/EPI PMP W/REPROG/REFILL,Discounted Cash Price,287.95
10094,Legacy Good Samaritan Medical Center,360,64450,CDM Revenue Code,HC INJ  ANES OTH PERIPHERAL NERVE/BRNCH,Discounted Cash Price,689
10095,Legacy Good Samaritan Medical Center,360,20552,CDM Revenue Code,HC INJECTION TRIGGER POINT 1/2 MUSCLE,Discounted Cash Price,254.15
10096,Legacy Good Samaritan Medical Center,360,64430,CDM Revenue Code,HC INJ PUDENDAL BLOCK UNILAT,Discounted Cash Price,689.65
10097,Legacy Good Samaritan Medical Center,360,64430,CDM Revenue Code,HC INJ PUDENDAL BLOCK BILAT,Discounted Cash Price,995.15
10098,Legacy Good Samaritan Medical Center,360,64640,CDM Revenue Code,HC DESTROY OTHER PERIPH NERVE OR BRANCH,Discounted Cash Price,904.8
10099,Legacy Good Samaritan Medical Center,360,64561,CDM Revenue Code,"HC IMP ELEC NERVE STIM, SACRAL, TRANSFORAMINAL BILAT W/IMAGE GUIDE",Discounted Cash Price,9130.55
10100,Legacy Good Samaritan Medical Center,360,64461,CDM Revenue Code,HC INJ THORACIC PARAVERTEBRAL SINGLE SITE,Discounted Cash Price,609.05
10101,Legacy Good Samaritan Medical Center,360,27093,CDM Revenue Code,HC ARTHROGRAPHY HIP INJECTION PROCEDURE WITHOUT ANESTHESIA,Discounted Cash Price,319.15
10102,Legacy Good Samaritan Medical Center,360,36218,CDM Revenue Code,HC AN PLACEMENT CATHETER THORACIC BRACHIOCEPHALIC 2ND OR BEYOND ORDER,Discounted Cash Price,549.25
10103,Legacy Good Samaritan Medical Center,360,23350,CDM Revenue Code,HC ARTHROGRAPHY SHOULDER INJECTION PROCEDURE,Discounted Cash Price,229.45
10104,Legacy Good Samaritan Medical Center,360,36248,CDM Revenue Code,HC AN PLACEMENT CATHETER ABDOMINAL/PELVIC  2ND OR BEYOND ORDER,Discounted Cash Price,797.55
10105,Legacy Good Samaritan Medical Center,360,36200,CDM Revenue Code,HC AN INTRODUCTION CATHETER AORTA,Discounted Cash Price,1506.7
10106,Legacy Good Samaritan Medical Center,360,36200,CDM Revenue Code,HC AN INTRODUCTION CATHETER AORTA ADDITIONAL PROCEDURE,Discounted Cash Price,1358.5
10107,Legacy Good Samaritan Medical Center,360,36200,CDM Revenue Code,HC AN BILAT INTRODUCTION CATHETER AORTA,Discounted Cash Price,2259.4
10108,Legacy Good Samaritan Medical Center,360,36901,CDM Revenue Code,HC AN INTRO CATH DIALYSIS CIRC W/ S&I,Discounted Cash Price,1179.1
10109,Legacy Good Samaritan Medical Center,360,36902,CDM Revenue Code,HC AN INTRO CATH DIALYSIS CIRC TRANSLUM BLN ANGIO W/ S&I,Discounted Cash Price,11531.65
10110,Legacy Good Samaritan Medical Center,360,36903,CDM Revenue Code,HC AN INTRO CATH DIALYSIS CIRC TRANSCATH PLCMT IVASC STNT W/ S&I,Discounted Cash Price,11933.35
10111,Legacy Good Samaritan Medical Center,360,36904,CDM Revenue Code,HC AN THRMBC/NFS DIALYSIS CIRCUIT S&I,Discounted Cash Price,12689.3
10112,Legacy Good Samaritan Medical Center,360,36905,CDM Revenue Code,HC AN THRMBC/NFS DIALYSIS CIRCUIT W/ BLN ANGIO S&I,Discounted Cash Price,18506.15
10113,Legacy Good Samaritan Medical Center,360,36906,CDM Revenue Code,HC AN THRMBC/NFS DIALYSIS CIRCUIT TRANSCATH INTRAVASC STENT S&I,Discounted Cash Price,20664.15
10114,Legacy Good Samaritan Medical Center,360,36907,CDM Revenue Code,HC AN BLN ANGIO CTR DIALYSIS SEG,Discounted Cash Price,10284.95
10115,Legacy Good Samaritan Medical Center,360,36908,CDM Revenue Code,HC AN STENT PLMT CTR DIALYSIS SEG,Discounted Cash Price,13790.4
10116,Legacy Good Samaritan Medical Center,360,36909,CDM Revenue Code,HC AN DIALYSIS CIRCUIT EMBOLJ,Discounted Cash Price,15496
10117,Legacy Good Samaritan Medical Center,360,37246,CDM Revenue Code,HC AN TRANSLUM BLN ANGIO 1ST ART S&I,Discounted Cash Price,11632.4
10118,Legacy Good Samaritan Medical Center,360,37247,CDM Revenue Code,HC AN TRANSLUM BLN ANGIO ADDL ART S&I,Discounted Cash Price,3838.25
10119,Legacy Good Samaritan Medical Center,360,37248,CDM Revenue Code,HC AN TRANSLUM BLN ANGIO 1ST VEIN S&I,Discounted Cash Price,10284.95
10120,Legacy Good Samaritan Medical Center,360,37249,CDM Revenue Code,HC AN TRANSLUM BLN ANGIO ADDL VEIN S&I,Discounted Cash Price,3394.3
10121,Legacy Good Samaritan Medical Center,360,62321,CDM Revenue Code,HC INJ INTERLAMINAR CRV/THRC W/ FLUORO,Discounted Cash Price,1495
10122,Legacy Good Samaritan Medical Center,360,62323,CDM Revenue Code,HC INJ INTERLAMINAR LMBR/SAC W/ FLUORO,Discounted Cash Price,1495
10123,Legacy Good Samaritan Medical Center,360,36140,CDM Revenue Code,HC AN INTRODUCTION NEEDLE EXTREMITY ARTERY,Discounted Cash Price,772.85
10124,Legacy Good Samaritan Medical Center,360,36011,CDM Revenue Code,HC AN SELECTIVE CATHETER PLACEMENT VENOUS SYSTEM 1ST ORDER,Discounted Cash Price,2119
10125,Legacy Good Samaritan Medical Center,360,36012,CDM Revenue Code,HC AN SELECTIVE CATHETER PLACEMENT VENOUS SYSTEM 2ND+ ORDER,Discounted Cash Price,2294.5
10126,Legacy Good Samaritan Medical Center,360,36014,CDM Revenue Code,HC AN SELECTIVE CATHETER PLACEMENT LEFT OR RIGHT PULMONARY ARTERY,Discounted Cash Price,835.25
10127,Legacy Good Samaritan Medical Center,360,36015,CDM Revenue Code,HC AN SELECTIVE CATHETER PLACEMENT SEGMENT OR SUBSEGMENT PULMONARY ARTERY,Discounted Cash Price,958.75
10128,Legacy Good Samaritan Medical Center,360,36010,CDM Revenue Code,HC AN INTRODUCTION CATHETER SUPERIOR OR INFERIOR VENA CAVA,Discounted Cash Price,3403.4
10129,Legacy Good Samaritan Medical Center,360,37799,CDM Revenue Code,HC AN IVC FILTER REPOSITION,Discounted Cash Price,2676.05
10130,Legacy Good Samaritan Medical Center,360,61626,CDM Revenue Code,HC AN TRANSCATH EMBOLIZATION OCCLUSION NON CENTRAL NERVOUS SYS HEAD OR NECK,Discounted Cash Price,11081.2
10131,Legacy Good Samaritan Medical Center,340,79445,CDM Revenue Code,HC RADIOPHARMACEUTICAL THERAPY INTRA-ARTERIAL PARTICULATE ADMIN,Discounted Cash Price,482.95
10132,Legacy Good Samaritan Medical Center,360,35475,CDM Revenue Code,HC AN TRANSLUMINAL BALLOON ANGIOPLASTY BRACHIOCEPHALIC TRUNK EACH VESSEL,Discounted Cash Price,5815.55
10133,Legacy Good Samaritan Medical Center,360,64420,CDM Revenue Code,HC AN INJ ANES INTERCOST NRV SINGLE,Discounted Cash Price,612.95
10134,Legacy Good Samaritan Medical Center,360,47556,CDM Revenue Code,HC AN BILIARY ENDOSCOPY INTRAOP DILATION STRICTURE DUCT WITH STENT,Discounted Cash Price,4489.55
10135,Legacy Good Samaritan Medical Center,360,47555,CDM Revenue Code,HC AN BILIARY ENDOSCOPY INTRAOP DILATION STRICTURE DUCT WITHOUT STENT,Discounted Cash Price,2321.8
10136,Legacy Good Samaritan Medical Center,360,35476,CDM Revenue Code,HC AN TRANSLUMINAL BALLOON ANGIOPLASTY VENOUS,Discounted Cash Price,5815.55
10137,Legacy Good Samaritan Medical Center,360,37220,CDM Revenue Code,HC AN ILIAC INITIAL VESSEL W/ ANGIOPLASTY,Discounted Cash Price,10162.1
10138,Legacy Good Samaritan Medical Center,360,37221,CDM Revenue Code,HC AN ILIAC INIT REVASC W/ STENT & ANGIOPLASTY,Discounted Cash Price,16440.45
10139,Legacy Good Samaritan Medical Center,360,37222,CDM Revenue Code,HC AN ILIAC REVASC W/ TLA EA ADDL,Discounted Cash Price,5815.55
10140,Legacy Good Samaritan Medical Center,360,37223,CDM Revenue Code,HC AN ILIAC REVASC W/ STENT & ANGIOPLASTY EA ADDL,Discounted Cash Price,7135.05
10141,Legacy Good Samaritan Medical Center,360,37224,CDM Revenue Code,HC AN FEM/POPL REVASC W/ TLA,Discounted Cash Price,8795.8
10142,Legacy Good Samaritan Medical Center,360,37225,CDM Revenue Code,HC AN FEM/POPL REVASC W/ ATHER,Discounted Cash Price,21177
10143,Legacy Good Samaritan Medical Center,360,37226,CDM Revenue Code,HC AN FEM/POPL REVASC W/ STENT,Discounted Cash Price,18280.6
10144,Legacy Good Samaritan Medical Center,360,37227,CDM Revenue Code,HC AN FEM/POPL REVASC W/ STENT & ATHER,Discounted Cash Price,29120.65
10145,Legacy Good Samaritan Medical Center,360,37228,CDM Revenue Code,HC AN TIB/PER REVASC W/ TLA,Discounted Cash Price,11081.2
10146,Legacy Good Samaritan Medical Center,360,37229,CDM Revenue Code,HC AN TIB/PER REVASC W/ ATHER,Discounted Cash Price,21177
10147,Legacy Good Samaritan Medical Center,360,37230,CDM Revenue Code,HC AN TIB/PER REVASC W/ STENT,Discounted Cash Price,17085.9
10148,Legacy Good Samaritan Medical Center,360,37231,CDM Revenue Code,HC AN TIB/PER REVASC W/ STENT & ATHER,Discounted Cash Price,18618.6
10149,Legacy Good Samaritan Medical Center,360,37232,CDM Revenue Code,HC AN TIB/PER REVASC EA ADDL,Discounted Cash Price,5815.55
10150,Legacy Good Samaritan Medical Center,360,37233,CDM Revenue Code,HC AN TIB/PER REVASC W/ ATHER EA ADDL,Discounted Cash Price,11042.2
10151,Legacy Good Samaritan Medical Center,360,37234,CDM Revenue Code,HC AN TIB/PER REVASC W/ STENT EA ADDL,Discounted Cash Price,5815.55
10152,Legacy Good Samaritan Medical Center,360,37235,CDM Revenue Code,HC AN TIB/PER REVASC W/ STENT & ATHER EA ADDL,Discounted Cash Price,5815.55
10153,Legacy Good Samaritan Medical Center,360,0234T,CDM Revenue Code,HC AN PRPH ATHREC RENAL ART W/ S&I,Discounted Cash Price,11081.2
10154,Legacy Good Samaritan Medical Center,360,0235T,CDM Revenue Code,HC AN PRPH ATHREC VISC ART W/ S&I,Discounted Cash Price,5989.1
10155,Legacy Good Samaritan Medical Center,360,0237T,CDM Revenue Code,HC AN PRPH ATHREC BRCHCPHLC TRANSLUM W/ S&I,Discounted Cash Price,11081.2
10156,Legacy Good Samaritan Medical Center,360,0238T,CDM Revenue Code,HC AN PRPH ATHREC ILIAC TRANSLUM W/ S&I,Discounted Cash Price,17085.9
10157,Legacy Good Samaritan Medical Center,360,20551,CDM Revenue Code,HC INJECTION SINGLE TENDON ORIGIN/INSERTION,Discounted Cash Price,254.15
10158,Legacy Good Samaritan Medical Center,360,20600,CDM Revenue Code,HC ARTHROCENTESIS INJ/ASP SMALL JOINT/BURSA,Discounted Cash Price,254.15
10159,Legacy Good Samaritan Medical Center,360,37211,CDM Revenue Code,HC AN THROMBOLYTIC ARTERIAL INFUSION THERAPY NON-CORO/NON-INTRACRANIAL INITIAL S&I,Discounted Cash Price,5499.65
10160,Legacy Good Samaritan Medical Center,360,37212,CDM Revenue Code,HC AN THROMBOLYTIC VENOUS INFUSION THERAPY NON-CORO INITIAL S&I,Discounted Cash Price,5499.65
10161,Legacy Good Samaritan Medical Center,360,37213,CDM Revenue Code,HC AN THROMBOLYTIC ART/VEN INFUSION THERAPY NON-CORO CONTINUED S&I,Discounted Cash Price,6512.35
10162,Legacy Good Samaritan Medical Center,360,37214,CDM Revenue Code,HC AN THROMBOLYTIC ART/VEN INFUSION THERAPY NON-CORO CATH REMOVAL S&I,Discounted Cash Price,5499.65
10163,Legacy Good Samaritan Medical Center,360,37197,CDM Revenue Code,HC AN TRANSCATHETER RETRIEVAL INTRAVASCULAR FOREIGN BODY S&I,Discounted Cash Price,4734.6
10164,Legacy Good Samaritan Medical Center,360,36221,CDM Revenue Code,HC AN CERVICOCEREBRAL ARCH CATH PLACE THORACIC AORTA S&I,Discounted Cash Price,5965.05
10165,Legacy Good Samaritan Medical Center,360,36222,CDM Revenue Code,HC AN CAROTID EXTRACRANIAL UNILAT WWO ARCH CATH PLACE CCA/INNOM S&I,Discounted Cash Price,8079.5
10166,Legacy Good Samaritan Medical Center,360,36223,CDM Revenue Code,HC AN CAROTID INTRACRANIAL UNILAT WWO ARCH CATH PLACE CCA/INNOM S&I,Discounted Cash Price,13744.25
10167,Legacy Good Samaritan Medical Center,360,36224,CDM Revenue Code,HC AN CAROTID INTRACRANIAL UNILAT WWO ARCH CATH PLACE ICA S&I,Discounted Cash Price,9748.05
10168,Legacy Good Samaritan Medical Center,360,36225,CDM Revenue Code,HC AN VERTEBRAL UNILAT WWO ARCH CATH PLACE SUBCLAVIAN/INNOM S&I,Discounted Cash Price,8578.05
10169,Legacy Good Samaritan Medical Center,360,36226,CDM Revenue Code,HC AN VERTEBRAL UNILAT WWO ARCH CATH PLACE VERTEBRAL S&I,Discounted Cash Price,8578.05
10170,Legacy Good Samaritan Medical Center,360,36227,CDM Revenue Code,HC AN CAROTID EXTERNAL W/ S&I ADD ON,Discounted Cash Price,4376.45
10171,Legacy Good Samaritan Medical Center,360,36222,CDM Revenue Code,HC AN BILAT CAROTID EXTRACRANIAL WWO ARCH CATH PLACE CCA/INNOM S&I,Discounted Cash Price,12119.25
10172,Legacy Good Samaritan Medical Center,360,36223,CDM Revenue Code,HC AN CAROTID INTRACRANIAL BILAT WWO ARCH CATH PLACE CCA/INNOM S&I,Discounted Cash Price,20614.75
10173,Legacy Good Samaritan Medical Center,360,36224,CDM Revenue Code,HC AN CAROTID INTRACRANIAL BILAT WWO ARCH CATH PLACE ICA S&I,Discounted Cash Price,20614.75
10174,Legacy Good Samaritan Medical Center,360,36225,CDM Revenue Code,HC AN VERTEBRAL BILAT WWO ARCH CATH PLACE SUBCLAVIAN/INNOM S&I,Discounted Cash Price,12541.1
10175,Legacy Good Samaritan Medical Center,360,36226,CDM Revenue Code,HC AN VERTEBRAL BILAT WWO ARCH CATH PLACE VERTEBRAL S&I,Discounted Cash Price,12541.1
10176,Legacy Good Samaritan Medical Center,360,64590,CDM Revenue Code,HC INSERTION/RPLCMT PERIPHERAL/GASTRIC NPGR,Discounted Cash Price,17174.3
10177,Legacy Good Samaritan Medical Center,360,64581,CDM Revenue Code,HC INCISION/INSERTION SACRAL NRV NEUROELECTRODES,Discounted Cash Price,6368.05
10178,Legacy Good Samaritan Medical Center,360,64585,CDM Revenue Code,HC REVISE/ REMOVE NEUROELECTRODES,Discounted Cash Price,2746.9
10179,Legacy Good Samaritan Medical Center,360,64595,CDM Revenue Code,HC REVISE/ REMOVE PERIPHERAL/GASTRIC NPGR,Discounted Cash Price,2746.9
10180,Legacy Good Samaritan Medical Center,352,74150,CDM Revenue Code,HC ABDOMEN CT WITHOUT CONTRAST,Discounted Cash Price,962
10181,Legacy Good Samaritan Medical Center,352,74160,CDM Revenue Code,HC ABDOMEN CT WITH CONTRAST,Discounted Cash Price,1038.05
10182,Legacy Good Samaritan Medical Center,352,74150,CDM Revenue Code,HC ABDOMEN LIMITED CT WITHOUT CONTRAST,Discounted Cash Price,545.35
10183,Legacy Good Samaritan Medical Center,352,74170,CDM Revenue Code,HC ABDOMEN CT WITH/WITHOUT CONTRAST,Discounted Cash Price,1195.35
10184,Legacy Good Samaritan Medical Center,360,47000,CDM Revenue Code,HC BIOPSY LIVER,Discounted Cash Price,1409.85
10185,Legacy Good Samaritan Medical Center,360,48102,CDM Revenue Code,HC BIOPSY PANCREAS,Discounted Cash Price,1409.85
10186,Legacy Good Samaritan Medical Center,350,77014,CDM Revenue Code,HC CT GUIDANCE FOR RADIATION THERAPY FIELDS,Discounted Cash Price,505.7
10187,Legacy Good Samaritan Medical Center,360,20206,CDM Revenue Code,HC BIOPSY MUSCLE PERCUTANEOUS,Discounted Cash Price,1409.85
10188,Legacy Good Samaritan Medical Center,360,32408,CDM Revenue Code,HC BIOPSY LUNG/MEDIASTINUM WITH IMAGING,Discounted Cash Price,1944.8
10189,Legacy Good Samaritan Medical Center,350,77012,CDM Revenue Code,HC CT GUIDANCE FOR NEEDLE PLACEMENT (BIOPSY),Discounted Cash Price,364.65
10190,Legacy Good Samaritan Medical Center,360,49180,CDM Revenue Code,HC BIOPSY ABDOMEN/RETROPERITONEAL MASS,Discounted Cash Price,1409.85
10191,Legacy Good Samaritan Medical Center,360,20225,CDM Revenue Code,HC CT BIOPSY BONE DEEP,Discounted Cash Price,1603.55
10192,Legacy Good Samaritan Medical Center,352,71250,CDM Revenue Code,HC CHEST LIMITED CT WITHOUT CONTRAST,Discounted Cash Price,568.1
10193,Legacy Good Samaritan Medical Center,350,75989,CDM Revenue Code,HC ABSCESS DRAINAGE CT GUIDANCE WITH CATHETER PLACEMENT,Discounted Cash Price,602.55
10194,Legacy Good Samaritan Medical Center,352,71250,CDM Revenue Code,HC CHEST CT WITHOUT CONTRAST,Discounted Cash Price,973.7
10195,Legacy Good Samaritan Medical Center,352,71270,CDM Revenue Code,HC CHEST CT WITH/WITHOUT CONTRAST,Discounted Cash Price,1343.55
10196,Legacy Good Samaritan Medical Center,351,70486,CDM Revenue Code,HC FACIAL BONES SINUSES CT WITHOUT CONTRAST,Discounted Cash Price,912.6
10197,Legacy Good Samaritan Medical Center,352,71260,CDM Revenue Code,HC CHEST CT WITH CONTRAST,Discounted Cash Price,1029.6
10198,Legacy Good Samaritan Medical Center,351,70481,CDM Revenue Code,HC IAC/SELLA/PF CT WITH CONTRAST,Discounted Cash Price,785.85
10199,Legacy Good Samaritan Medical Center,351,70482,CDM Revenue Code,HC IAC/SELLA/PF CT WITH/WITHOUT CONTRAST,Discounted Cash Price,1230.45
10200,Legacy Good Samaritan Medical Center,351,70487,CDM Revenue Code,HC FACIAL BONES CT WITH CONTRAST,Discounted Cash Price,924.95
10201,Legacy Good Samaritan Medical Center,351,70480,CDM Revenue Code,HC ORBITS CT WITHOUT CONTRAST,Discounted Cash Price,707.2
10202,Legacy Good Samaritan Medical Center,351,70481,CDM Revenue Code,HC ORBITS CT WITH CONTRAST,Discounted Cash Price,785.85
10203,Legacy Good Samaritan Medical Center,351,70482,CDM Revenue Code,HC ORBITS CT WITH/WITHOUT CONTRAST,Discounted Cash Price,1230.45
10204,Legacy Good Samaritan Medical Center,351,70488,CDM Revenue Code,HC FACIAL BONES CT WITH/WITHOUT CONTRAST,Discounted Cash Price,1144
10205,Legacy Good Samaritan Medical Center,351,70450,CDM Revenue Code,HC HEAD CT WITHOUT CONTRAST,Discounted Cash Price,685.1
10206,Legacy Good Samaritan Medical Center,352,72125,CDM Revenue Code,HC SPINE CERVICAL CT WITHOUT CONTRAST,Discounted Cash Price,820.95
10207,Legacy Good Samaritan Medical Center,351,70460,CDM Revenue Code,HC HEAD CT WITH CONTRAST,Discounted Cash Price,924.95
10208,Legacy Good Samaritan Medical Center,351,70470,CDM Revenue Code,HC HEAD CT WITH/WITHOUT CONTRAST,Discounted Cash Price,1144
10209,Legacy Good Samaritan Medical Center,351,70480,CDM Revenue Code,HC IAC/SELLA/PF CT WITHOUT CONTRAST,Discounted Cash Price,707.2
10210,Legacy Good Samaritan Medical Center,352,72131,CDM Revenue Code,HC SPINE LUMBAR CT WITHOUT CONTRAST,Discounted Cash Price,1017.9
10211,Legacy Good Samaritan Medical Center,352,72128,CDM Revenue Code,HC SPINE THORACIC CT WITHOUT CONTRAST,Discounted Cash Price,1026.35
10212,Legacy Good Samaritan Medical Center,360,61140,CDM Revenue Code,HC BRAIN BIOPSY,Discounted Cash Price,4367.35
10213,Legacy Good Samaritan Medical Center,351,70490,CDM Revenue Code,HC NECK SOFT TISSUE CT WITHOUT CONTRAST,Discounted Cash Price,938.6
10214,Legacy Good Samaritan Medical Center,352,73200,CDM Revenue Code,HC EXTREMITY UPPER UNILATERAL CT WITHOUT CONTRAST,Discounted Cash Price,863.2
10215,Legacy Good Samaritan Medical Center,351,70492,CDM Revenue Code,HC NECK SOFT TISSUE CT WITH/WITHOUT CONTRAST,Discounted Cash Price,1157.65
10216,Legacy Good Samaritan Medical Center,352,71271,CDM Revenue Code,HC LUNG NODULE CT SCREENING,Discounted Cash Price,214.5
10217,Legacy Good Samaritan Medical Center,352,74160,CDM Revenue Code,HC ABDOMEN LIMITED CT WITH CONTRAST,Discounted Cash Price,586.95
10218,Legacy Good Samaritan Medical Center,351,70491,CDM Revenue Code,HC NECK SOFT TISSUE CT WITH CONTRAST,Discounted Cash Price,1015.3
10219,Legacy Good Samaritan Medical Center,350,77012,CDM Revenue Code,HC CT GUIDANCE FOR NEEDLE PLACEMENT (ASPIRATION),Discounted Cash Price,364.65
10220,Legacy Good Samaritan Medical Center,352,72192,CDM Revenue Code,HC PELVIS CT WITHOUT CONTRAST,Discounted Cash Price,912.6
10221,Legacy Good Samaritan Medical Center,350,77011,CDM Revenue Code,HC CT GUIDANCE FOR STEREOTACTIC LOCALIZATION,Discounted Cash Price,793
10222,Legacy Good Samaritan Medical Center,352,72193,CDM Revenue Code,HC PELVIS CT WITH CONTRAST,Discounted Cash Price,948.35
10223,Legacy Good Samaritan Medical Center,352,72194,CDM Revenue Code,HC PELVIS CT WITH/WITHOUT CONTRAST,Discounted Cash Price,1359.15
10224,Legacy Good Samaritan Medical Center,352,72192,CDM Revenue Code,HC PELVIS LIMITED CT WITHOUT CONTRAST,Discounted Cash Price,568.1
10225,Legacy Good Samaritan Medical Center,352,71260,CDM Revenue Code,HC THORAX LIMITED CT WITH CONTRAST,Discounted Cash Price,602.55
10226,Legacy Good Samaritan Medical Center,352,74150,CDM Revenue Code,HC RENAL STONE CT (ABD PORTION),Discounted Cash Price,545.35
10227,Legacy Good Samaritan Medical Center,351,70460,CDM Revenue Code,HC HEAD CT OR BRAIN LIMITED WITH CONTRAST,Discounted Cash Price,581.1
10228,Legacy Good Samaritan Medical Center,360,20220,CDM Revenue Code,HC BONE BIOPSY SUPERFICIAL,Discounted Cash Price,1409.85
10229,Legacy Good Samaritan Medical Center,352,74263,CDM Revenue Code,HC CT COLONOSCOPY W RECONSTRUCT,Discounted Cash Price,628.55
10230,Legacy Good Samaritan Medical Center,351,70486,CDM Revenue Code,HC SINUS LIMITED CT WITHOUT CONTRAST,Discounted Cash Price,685.1
10231,Legacy Good Samaritan Medical Center,352,73201,CDM Revenue Code,HC EXTREMITY UPPER UNILATERAL CT WITH CONTRAST,Discounted Cash Price,1118.65
10232,Legacy Good Samaritan Medical Center,351,0042T,CDM Revenue Code,HC PERFUSION CT,Discounted Cash Price,1144
10233,Legacy Good Samaritan Medical Center,352,73202,CDM Revenue Code,HC EXTREMITY UPPER UNILATERAL CT WITH/WITHOUT CONTRAST,Discounted Cash Price,1373.45
10234,Legacy Good Samaritan Medical Center,352,75574,CDM Revenue Code,HC CT CTA CARDIAC W/CORONARY,Discounted Cash Price,1067.95
10235,Legacy Good Samaritan Medical Center,352,73700,CDM Revenue Code,HC EXTREMITY LOWER UNILATERAL CT WITHOUT CONTRAST,Discounted Cash Price,863.2
10236,Legacy Good Samaritan Medical Center,352,73700,CDM Revenue Code,HC LOWER EXTREMITY UNILATERAL LIMITED CT,Discounted Cash Price,723.45
10237,Legacy Good Samaritan Medical Center,352,73701,CDM Revenue Code,HC EXTREMITY LOWER UNILATERAL CT WITH CONTRAST,Discounted Cash Price,1079
10238,Legacy Good Samaritan Medical Center,352,73702,CDM Revenue Code,HC EXTREMITY LOWER UNILATERAL CT WITH/WITHOUT CONTRAST,Discounted Cash Price,1294.8
10239,Legacy Good Samaritan Medical Center,352,72126,CDM Revenue Code,HC SPINE CERVICAL CT WITH CONTRAST,Discounted Cash Price,904.15
10240,Legacy Good Samaritan Medical Center,352,72127,CDM Revenue Code,HC SPINE CERVICAL CT WITH/WITHOUT CONTRAST,Discounted Cash Price,1092.65
10241,Legacy Good Samaritan Medical Center,352,72129,CDM Revenue Code,HC SPINE THORACIC CT WITH CONTRAST,Discounted Cash Price,1059.5
10242,Legacy Good Samaritan Medical Center,352,72130,CDM Revenue Code,HC SPINE THORACIC CT WITH/WITHOUT CONTRAST,Discounted Cash Price,1092.65
10243,Legacy Good Samaritan Medical Center,352,72133,CDM Revenue Code,HC SPINE LUMBAR CT WITH/WITHOUT CONTRAST,Discounted Cash Price,1092.65
10244,Legacy Good Samaritan Medical Center,352,72132,CDM Revenue Code,HC SPINE LUMBAR CT WITH CONTRAST,Discounted Cash Price,1055.6
10245,Legacy Good Samaritan Medical Center,999,-1,CDM Revenue Code,HC DIGITAL RECONSTRUCTION/3-D NCH,Discounted Cash Price,N/A
10246,Legacy Good Samaritan Medical Center,360,50200,CDM Revenue Code,HC BIOPSY RENAL PERCUTANEOUS,Discounted Cash Price,1603.55
10247,Legacy Good Samaritan Medical Center,360,50593,CDM Revenue Code,HC CRYOABLATION RENAL LESION,Discounted Cash Price,8546.2
10248,Legacy Good Samaritan Medical Center,350,76376,CDM Revenue Code,HC 3D RENDERING WITHOUT POST PROCESSING,Discounted Cash Price,468
10249,Legacy Good Samaritan Medical Center,350,76377,CDM Revenue Code,HC 3D RENDERING WITH POST PROCESSING,Discounted Cash Price,349.05
10250,Legacy Good Samaritan Medical Center,360,50592,CDM Revenue Code,HC RADIOFREQUENCY ABLATION RENAL TUMOR(S),Discounted Cash Price,5162.95
10251,Legacy Good Samaritan Medical Center,350,77013,CDM Revenue Code,HC CT GUIDANCE FOR TISSUE ABLATION,Discounted Cash Price,880.1
