,hospital_id,row_id,line_type,description,rev_code,local code,code,ms_drg,apr_drg,eapg,hcpcs_cpt,modifiers,thru,apc,icd,ndc,drug_hcpcs_multiplier,drug_quantity,drug_unit_of_measurement,drug_type_of_measurement,billing_class,setting,payer_category,payer_name,plan_name,standard_charge,standard_charge_percent,contracting_method,additional_generic_notes,additional_payer_specific_notes
11667,Legacy Good Samaritan Medical Center,11668,CDM,HC PLASTER ARM CAST MEDIUM,271,7281363,,,,,A4580,,,,,,,,,,facility,both,cash,,,6.5,,Capitation,,
11668,Legacy Good Samaritan Medical Center,11669,CDM,HC PLASTER ARM CAST LARGE,271,7281371,,,,,A4580,,,,,,,,,,facility,both,gross,,,11,,Capitation,,
11669,Legacy Good Samaritan Medical Center,11670,CDM,HC PLASTER ARM CAST LARGE,271,7281371,,,,,A4580,,,,,,,,,,facility,both,cash,,,7.15,,Capitation,,
11670,Legacy Good Samaritan Medical Center,11671,CDM,HC FIBERGLSS SHRT ARM CAST PEDS,270,7281389,,,,,Q4012,,,,,,,,,,facility,both,gross,,,95,,Capitation,,
11671,Legacy Good Samaritan Medical Center,11672,CDM,HC FIBERGLSS SHRT ARM CAST PEDS,270,7281389,,,,,Q4012,,,,,,,,,,facility,both,cash,,,61.75,,Capitation,,
11672,Legacy Good Samaritan Medical Center,11673,CDM,HC FIBERGLASS ARM CAST SM,271,7281397,,,,,A4590,,,,,,,,,,facility,both,gross,,,17,,Capitation,,
11673,Legacy Good Samaritan Medical Center,11674,CDM,HC FIBERGLASS ARM CAST SM,271,7281397,,,,,A4590,,,,,,,,,,facility,both,cash,,,11.05,,Capitation,,
11674,Legacy Good Samaritan Medical Center,11675,CDM,HC FIBERGLASS ARM CAST MED,271,7281405,,,,,A4590,,,,,,,,,,facility,both,gross,,,23,,Capitation,,
11675,Legacy Good Samaritan Medical Center,11676,CDM,HC FIBERGLASS ARM CAST MED,271,7281405,,,,,A4590,,,,,,,,,,facility,both,cash,,,14.95,,Capitation,,
11676,Legacy Good Samaritan Medical Center,11677,CDM,HC FIBERGLSS SHRT ARM CAST >=11,270,7281413,,,,,Q4010,,,,,,,,,,facility,both,gross,,,109,,Capitation,,
11677,Legacy Good Samaritan Medical Center,11678,CDM,HC FIBERGLSS SHRT ARM CAST >=11,270,7281413,,,,,Q4010,,,,,,,,,,facility,both,cash,,,70.85,,Capitation,,
11678,Legacy Good Samaritan Medical Center,11679,CDM,HC HAND EXERCISER,271,7281504,,,,,,,,,,,,,,,facility,both,gross,,,10,,Capitation,,
11679,Legacy Good Samaritan Medical Center,11680,CDM,HC HAND EXERCISER,271,7281504,,,,,,,,,,,,,,,facility,both,gross,,,6.5,,Capitation,,
11680,Legacy Good Samaritan Medical Center,11681,CDM,HC SHOELACES,273,7281538,,,,,,,,,,,,,,,facility,both,gross,,,6,,Capitation,,
11681,Legacy Good Samaritan Medical Center,11682,CDM,HC SHOELACES,273,7281538,,,,,,,,,,,,,,,facility,both,gross,,,3.9,,Capitation,,
11682,Legacy Good Samaritan Medical Center,11683,CDM,HC PENCIL GRIPS,273,7281553,,,,,,,,,,,,,,,facility,both,gross,,,1,,Capitation,,
11683,Legacy Good Samaritan Medical Center,11684,CDM,HC PENCIL GRIPS,273,7281553,,,,,,,,,,,,,,,facility,both,gross,,,0.65,,Capitation,,
11684,Legacy Good Samaritan Medical Center,11685,CDM,HC OVR COMPRESSION GARMENT,274,7281793,,,,,,,,,,,,,,,facility,both,gross,,,N/A,,Capitation,,
11685,Legacy Good Samaritan Medical Center,11686,CDM,HC OVR COMPRESSION GARMENT,274,7281793,,,,,,,,,,,,,,,facility,both,gross,,,N/A,,Capitation,,
11686,Legacy Good Samaritan Medical Center,11687,CDM,HC ANTISPASTICITY HAND SPLNT,271,7281801,,,,,99070,,,,,,,,,,facility,both,gross,,,110,,Capitation,,
11687,Legacy Good Samaritan Medical Center,11688,CDM,HC ANTISPASTICITY HAND SPLNT,271,7281801,,,,,99070,,,,,,,,,,facility,both,cash,,,71.5,,Capitation,,
11688,Legacy Good Samaritan Medical Center,11689,CDM,HC CANE METAL IP,271,7281819,,,,,E0100,,,,,,,,,,facility,both,gross,,,65,,Capitation,,
11689,Legacy Good Samaritan Medical Center,11690,CDM,HC CANE METAL IP,271,7281819,,,,,E0100,,,,,,,,,,facility,both,cash,,,42.25,,Capitation,,
11690,Legacy Good Samaritan Medical Center,11691,CDM,HC DENTURE BRUSH,273,7281827,,,,,,,,,,,,,,,facility,both,gross,,,18,,Capitation,,
11691,Legacy Good Samaritan Medical Center,11692,CDM,HC DENTURE BRUSH,273,7281827,,,,,,,,,,,,,,,facility,both,gross,,,11.7,,Capitation,,
11692,Legacy Good Samaritan Medical Center,11693,CDM,HC EYE  PATCH,271,7281835,,,,,,,,,,,,,,,facility,both,gross,,,7,,Capitation,,
11693,Legacy Good Samaritan Medical Center,11694,CDM,HC EYE  PATCH,271,7281835,,,,,,,,,,,,,,,facility,both,gross,,,4.55,,Capitation,,
11694,Legacy Good Samaritan Medical Center,11695,CDM,HC OVR FACE MASK,271,7281843,,,,,,,,,,,,,,,facility,both,gross,,,N/A,,Capitation,,
11695,Legacy Good Samaritan Medical Center,11696,CDM,HC OVR FACE MASK,271,7281843,,,,,,,,,,,,,,,facility,both,gross,,,N/A,,Capitation,,
11696,Legacy Good Samaritan Medical Center,11697,CDM,HC LEG LIFTER,273,7281850,,,,,,,,,,,,,,,facility,both,gross,,,28,,Capitation,,
11697,Legacy Good Samaritan Medical Center,11698,CDM,HC LEG LIFTER,273,7281850,,,,,,,,,,,,,,,facility,both,gross,,,18.2,,Capitation,,
11698,Legacy Good Samaritan Medical Center,11699,CDM,HC MOUTH SPLINT,273,7281868,,,,,,,,,,,,,,,facility,both,gross,,,241,,Capitation,,
11699,Legacy Good Samaritan Medical Center,11700,CDM,HC MOUTH SPLINT,273,7281868,,,,,,,,,,,,,,,facility,both,gross,,,156.65,,Capitation,,
11700,Legacy Good Samaritan Medical Center,11701,CDM,HC HAND RESTING SPLINT,271,7281876,,,,,,,,,,,,,,,facility,both,gross,,,114,,Capitation,,
11701,Legacy Good Samaritan Medical Center,11702,CDM,HC HAND RESTING SPLINT,271,7281876,,,,,,,,,,,,,,,facility,both,gross,,,74.1,,Capitation,,
11702,Legacy Good Samaritan Medical Center,11703,CDM,HC LNG HANDLE SHOEHORN METAL,273,7281884,,,,,,,,,,,,,,,facility,both,gross,,,26,,Capitation,,
11703,Legacy Good Samaritan Medical Center,11704,CDM,HC LNG HANDLE SHOEHORN METAL,273,7281884,,,,,,,,,,,,,,,facility,both,gross,,,16.9,,Capitation,,
11704,Legacy Good Samaritan Medical Center,11705,CDM,HC OVR SPLINTING MATERIALS,271,7281892,,,,,A4570,,,,,,,,,,facility,both,gross,,,N/A,,Capitation,,
11705,Legacy Good Samaritan Medical Center,11706,CDM,HC OVR SPLINTING MATERIALS,271,7281892,,,,,A4570,,,,,,,,,,facility,both,cash,,,N/A,,Capitation,,
11706,Legacy Good Samaritan Medical Center,11707,CDM,HC WARM AND FORM,271,7281900,,,,,,,,,,,,,,,facility,both,gross,,,221,,Capitation,,
11707,Legacy Good Samaritan Medical Center,11708,CDM,HC WARM AND FORM,271,7281900,,,,,,,,,,,,,,,facility,both,gross,,,143.65,,Capitation,,
11708,Legacy Good Samaritan Medical Center,11709,CDM,HC LEG LOOPS,273,7281918,,,,,,,,,,,,,,,facility,both,gross,,,32,,Capitation,,
11709,Legacy Good Samaritan Medical Center,11710,CDM,HC LEG LOOPS,273,7281918,,,,,,,,,,,,,,,facility,both,gross,,,20.8,,Capitation,,
11710,Legacy Good Samaritan Medical Center,11711,CDM,HC PLASTER CAST>=11 SHRT LEG UNI,270,7281926,,,,,Q4037,,,,,,,,,,facility,both,gross,,,109,,Capitation,,
11711,Legacy Good Samaritan Medical Center,11712,CDM,HC PLASTER CAST>=11 SHRT LEG UNI,270,7281926,,,,,Q4037,,,,,,,,,,facility,both,cash,,,70.85,,Capitation,,
11712,Legacy Good Samaritan Medical Center,11713,CDM,HC PLASTER CAST >=11 SHRT LEG BIL,270,7281934,,,,,Q4037,,,,,,,,,,facility,both,gross,,,N/A,,Capitation,,
11713,Legacy Good Samaritan Medical Center,11714,CDM,HC PLASTER CAST >=11 SHRT LEG BIL,270,7281934,,,,,Q4037,,,,,,,,,,facility,both,cash,,,N/A,,Capitation,,
11714,Legacy Good Samaritan Medical Center,11715,CDM,HC FIBERGLSS CAST >=11 SHRT LEG UNI,270,7281942,,,,,Q4038,,,,,,,,,,facility,both,gross,,,109,,Capitation,,
11715,Legacy Good Samaritan Medical Center,11716,CDM,HC FIBERGLSS CAST >=11 SHRT LEG UNI,270,7281942,,,,,Q4038,,,,,,,,,,facility,both,cash,,,70.85,,Capitation,,
11716,Legacy Good Samaritan Medical Center,11717,CDM,HC FIBERGLSS CAST >=11 SHRT LEG BIL,270,7281959,,,,,Q4038,,,,,,,,,,facility,both,gross,,,216,,Capitation,,
11717,Legacy Good Samaritan Medical Center,11718,CDM,HC FIBERGLSS CAST >=11 SHRT LEG BIL,270,7281959,,,,,Q4038,,,,,,,,,,facility,both,cash,,,140.4,,Capitation,,
11718,Legacy Good Samaritan Medical Center,11719,CDM,HC RESTING HAND SPLINT SMALL,274,7281975,,,,,L3808,,,,,,,,,,facility,both,gross,,,106,,Capitation,,
11719,Legacy Good Samaritan Medical Center,11720,CDM,HC RESTING HAND SPLINT SMALL,274,7281975,,,,,L3808,,,,,,,,,,facility,both,cash,,,68.9,,Capitation,,
11720,Legacy Good Samaritan Medical Center,11721,CDM,HC SPLINT ELBOW LARGE,271,7282023,,,,,A4570,,,,,,,,,,facility,both,gross,,,188,,Capitation,,
11721,Legacy Good Samaritan Medical Center,11722,CDM,HC SPLINT ELBOW LARGE,271,7282023,,,,,A4570,,,,,,,,,,facility,both,cash,,,122.2,,Capitation,,
11722,Legacy Good Samaritan Medical Center,11723,CDM,HC SPLINT ELBOW SMALL,271,7282031,,,,,A4570,,,,,,,,,,facility,both,gross,,,138,,Capitation,,
11723,Legacy Good Samaritan Medical Center,11724,CDM,HC SPLINT ELBOW SMALL,271,7282031,,,,,A4570,,,,,,,,,,facility,both,cash,,,89.7,,Capitation,,
11724,Legacy Good Samaritan Medical Center,11725,CDM,HC CPM RENTAL SH ELBOW,279,7290331,,,,,E0935,,,,,,,,,,facility,both,gross,,,207,,Capitation,,
11725,Legacy Good Samaritan Medical Center,11726,CDM,HC CPM RENTAL SH ELBOW,279,7290331,,,,,E0935,,,,,,,,,,facility,both,cash,,,134.55,,Capitation,,
11726,Legacy Good Samaritan Medical Center,11727,CDM,HC CPM SOFTWARE SH ELBOW,279,7290364,,,,,E0936,,,,,,,,,,facility,both,gross,,,184,,Capitation,,
11727,Legacy Good Samaritan Medical Center,11728,CDM,HC CPM SOFTWARE SH ELBOW,279,7290364,,,,,E0936,,,,,,,,,,facility,both,cash,,,119.6,,Capitation,,
11728,Legacy Good Samaritan Medical Center,11729,CDM,HC MISC PT SUPPLIES,271,7299993,,,,,,,,,,,,,,,facility,both,gross,,,97,,Capitation,,
11729,Legacy Good Samaritan Medical Center,11730,CDM,HC MISC PT SUPPLIES,271,7299993,,,,,,,,,,,,,,,facility,both,gross,,,63.05,,Capitation,,
11730,Legacy Good Samaritan Medical Center,11731,CDM,HC MISC SUPPLY RT,271,7370992,,,,,99070,,,,,,,,,,facility,both,gross,,,N/A,,Capitation,,
11731,Legacy Good Samaritan Medical Center,11732,CDM,HC MISC SUPPLY RT,271,7370992,,,,,99070,,,,,,,,,,facility,both,cash,,,N/A,,Capitation,,
11732,Legacy Good Samaritan Medical Center,11733,CDM,HC OVR JOBST BIOCO GARMENTS,274,7390495,,,,,,,,,,,,,,,facility,both,gross,,,87,,Capitation,,
11733,Legacy Good Samaritan Medical Center,11734,CDM,HC OVR JOBST BIOCO GARMENTS,274,7390495,,,,,,,,,,,,,,,facility,both,gross,,,56.55,,Capitation,,
11734,Legacy Good Samaritan Medical Center,11735,CDM,HC MISC OT SUPPLIES,271,7399991,,,,,,,,,,,,,,,facility,both,gross,,,15,,Capitation,,
11735,Legacy Good Samaritan Medical Center,11736,CDM,HC MISC OT SUPPLIES,271,7399991,,,,,,,,,,,,,,,facility,both,gross,,,9.75,,Capitation,,
11736,Legacy Good Samaritan Medical Center,11737,CDM,HC OVR VOICE PROSTHESIS,274,7490428,,,,,L8501,,,,,,,,,,facility,both,gross,,,N/A,,Capitation,,
11737,Legacy Good Samaritan Medical Center,11738,CDM,HC OVR VOICE PROSTHESIS,274,7490428,,,,,L8501,,,,,,,,,,facility,both,cash,,,N/A,,Capitation,,
11738,Legacy Good Samaritan Medical Center,11739,CDM,HC OVR VOICE RESTOR ACCESS,274,7490436,,,,,L8499,,,,,,,,,,facility,both,gross,,,N/A,,Capitation,,
11739,Legacy Good Samaritan Medical Center,11740,CDM,HC OVR VOICE RESTOR ACCESS,274,7490436,,,,,L8499,,,,,,,,,,facility,both,cash,,,N/A,,Capitation,,
11740,Legacy Good Samaritan Medical Center,11741,CDM,HC OVR ADJ TRACH VALVE COMP,274,7490444,,,,,L8499,,,,,,,,,,facility,both,gross,,,N/A,,Capitation,,
11741,Legacy Good Samaritan Medical Center,11742,CDM,HC OVR ADJ TRACH VALVE COMP,274,7490444,,,,,L8499,,,,,,,,,,facility,both,cash,,,N/A,,Capitation,,
11742,Legacy Good Samaritan Medical Center,11743,CDM,HC E STIM ELECTRODES,271,7490824,,,,,A4556,,,,,,,,,,facility,both,gross,,,59,,Capitation,,
11743,Legacy Good Samaritan Medical Center,11744,CDM,HC E STIM ELECTRODES,271,7490824,,,,,A4556,,,,,,,,,,facility,both,cash,,,38.35,,Capitation,,
11744,Legacy Good Samaritan Medical Center,11745,CDM,HC MISC SLP SUPPLIES,271,7499999,,,,,,,,,,,,,,,facility,both,gross,,,87,,Capitation,,
11745,Legacy Good Samaritan Medical Center,11746,CDM,HC MISC SLP SUPPLIES,271,7499999,,,,,,,,,,,,,,,facility,both,gross,,,56.55,,Capitation,,
11746,Legacy Good Samaritan Medical Center,11747,CDM,HC LUMBAR ROLL,271,8060311,,,,,,,,,,,,,,,facility,both,gross,,,28,,Capitation,,
11747,Legacy Good Samaritan Medical Center,11748,CDM,HC LUMBAR ROLL,271,8060311,,,,,,,,,,,,,,,facility,both,gross,,,18.2,,Capitation,,
11748,Legacy Good Samaritan Medical Center,11749,CDM,HC FRACTURE WALKER,274,8165151,,,,,L1930,,,,,,,,,,facility,both,gross,,,53,,Capitation,,
11749,Legacy Good Samaritan Medical Center,11750,CDM,HC FRACTURE WALKER,274,8165151,,,,,L1930,,,,,,,,,,facility,both,cash,,,34.45,,Capitation,,
11750,Legacy Good Samaritan Medical Center,11751,CDM,HC UNNA BOOT,272,8190779,,,,,A6456,,,,,,,,,,facility,both,gross,,,13,,Capitation,,
11751,Legacy Good Samaritan Medical Center,11752,CDM,HC UNNA BOOT,272,8190779,,,,,A6456,,,,,,,,,,facility,both,cash,,,8.45,,Capitation,,
11752,Legacy Good Samaritan Medical Center,11753,CDM,HC SPLINT SUPPLY,271,8190886,,,,,A4570,,,,,,,,,,facility,both,gross,,,17,,Capitation,,
11753,Legacy Good Samaritan Medical Center,11754,CDM,HC SPLINT SUPPLY,271,8190886,,,,,A4570,,,,,,,,,,facility,both,cash,,,11.05,,Capitation,,
11754,Legacy Good Samaritan Medical Center,11755,CDM,HC KENALOG INJECTION PER 10MG,636,8190894,,,,,J3301,,,,,,,,,,facility,both,gross,,,4,,Capitation,,
11755,Legacy Good Samaritan Medical Center,11756,CDM,HC KENALOG INJECTION PER 10MG,636,8190894,,,,,J3301,,,,,,,,,,facility,both,cash,,,2.6,,Capitation,,
11756,Legacy Good Samaritan Medical Center,11757,CDM,HC ROOK PERIOPERATIVE GRIP BOOT,274,8190944,,,,,L9900,,,,,,,,,,facility,both,gross,,,134,,Capitation,,
11757,Legacy Good Samaritan Medical Center,11758,CDM,HC ROOK PERIOPERATIVE GRIP BOOT,274,8190944,,,,,L9900,,,,,,,,,,facility,both,cash,,,87.1,,Capitation,,
11758,Legacy Good Samaritan Medical Center,11759,CDM,HC EPIFIX PER SQ CM OVR,272,8191173,,,,,Q4186,,,,,,,,,,facility,both,gross,,,N/A,,Capitation,,
11759,Legacy Good Samaritan Medical Center,11760,CDM,HC EPIFIX PER SQ CM OVR,272,8191173,,,,,Q4186,,,,,,,,,,facility,both,cash,,,N/A,,Capitation,,
11760,Legacy Good Samaritan Medical Center,11761,CDM,HC PURAPLY PER SQ CM OVR,272,8191207,,,,,Q4195,,,,,,,,,,facility,both,gross,,,N/A,,Capitation,,
11761,Legacy Good Samaritan Medical Center,11762,CDM,HC PURAPLY PER SQ CM OVR,272,8191207,,,,,Q4195,,,,,,,,,,facility,both,cash,,,N/A,,Capitation,,
11762,Legacy Good Samaritan Medical Center,11763,CDM,HC NUSHIELD PER SQ CM OVR,272,8191215,,,,,Q4160,,,,,,,,,,facility,both,gross,,,N/A,,Capitation,,
11763,Legacy Good Samaritan Medical Center,11764,CDM,HC NUSHIELD PER SQ CM OVR,272,8191215,,,,,Q4160,,,,,,,,,,facility,both,cash,,,N/A,,Capitation,,
11764,Legacy Good Samaritan Medical Center,11765,CDM,HC NASOTRACHEAL SUCTION SUPPLY,270,8191439,,,,,,,,,,,,,,,facility,both,gross,,,81,,Capitation,,
11765,Legacy Good Samaritan Medical Center,11766,CDM,HC NASOTRACHEAL SUCTION SUPPLY,270,8191439,,,,,,,,,,,,,,,facility,both,gross,,,52.65,,Capitation,,
11766,Legacy Good Samaritan Medical Center,11767,CDM,HC TRACHEAL SUCT SUPPLY,270,8191447,,,,,,,,,,,,,,,facility,both,gross,,,81,,Capitation,,
11767,Legacy Good Samaritan Medical Center,11768,CDM,HC TRACHEAL SUCT SUPPLY,270,8191447,,,,,,,,,,,,,,,facility,both,gross,,,52.65,,Capitation,,
11768,Legacy Good Samaritan Medical Center,11769,CDM,HC ORAL SUCT SUPPLY,270,8191454,,,,,,,,,,,,,,,facility,both,gross,,,74,,Capitation,,
11769,Legacy Good Samaritan Medical Center,11770,CDM,HC ORAL SUCT SUPPLY,270,8191454,,,,,,,,,,,,,,,facility,both,gross,,,48.1,,Capitation,,
11770,Legacy Good Samaritan Medical Center,11771,CDM,HC CAST SHOE-POST OP SHOE,274,8191561,,,,,L3265,,,,,,,,,,facility,both,gross,,,6,,Capitation,,
11771,Legacy Good Samaritan Medical Center,11772,CDM,HC CAST SHOE-POST OP SHOE,274,8191561,,,,,L3265,,,,,,,,,,facility,both,cash,,,3.9,,Capitation,,
11772,Legacy Good Samaritan Medical Center,11773,CDM,HC TRAY LAC/IRRIGATION,270,8191652,,,,,,,,,,,,,,,facility,both,gross,,,19,,Capitation,,
11773,Legacy Good Samaritan Medical Center,11774,CDM,HC TRAY LAC/IRRIGATION,270,8191652,,,,,,,,,,,,,,,facility,both,gross,,,12.35,,Capitation,,
11774,Legacy Good Samaritan Medical Center,11775,CDM,"HC ACTICOAT DRESSING, PER PAD",272,8193013,,,,,A6206,,,,,,,,,,facility,both,gross,,,22,,Capitation,,
11775,Legacy Good Samaritan Medical Center,11776,CDM,"HC ACTICOAT DRESSING, PER PAD",272,8193013,,,,,A6206,,,,,,,,,,facility,both,cash,,,14.3,,Capitation,,
11776,Legacy Good Samaritan Medical Center,11777,CDM,"HC AQUACEL AG, PER PAD",272,8193021,,,,,A6196,,,,,,,,,,facility,both,gross,,,23,,Capitation,,
11777,Legacy Good Samaritan Medical Center,11778,CDM,"HC AQUACEL AG, PER PAD",272,8193021,,,,,A6196,,,,,,,,,,facility,both,cash,,,14.95,,Capitation,,
11778,Legacy Good Samaritan Medical Center,11779,CDM,HC HEELMEDIX BOOT,270,8193039,,,,,,,,,,,,,,,facility,both,gross,,,104,,Capitation,,
11779,Legacy Good Samaritan Medical Center,11780,CDM,HC HEELMEDIX BOOT,270,8193039,,,,,,,,,,,,,,,facility,both,gross,,,67.6,,Capitation,,
11780,Legacy Good Samaritan Medical Center,11781,CDM,HC IODOSORB GEL,272,8193047,,,,,A6261,,,,,,,,,,facility,both,gross,,,124,,Capitation,,
11781,Legacy Good Samaritan Medical Center,11782,CDM,HC IODOSORB GEL,272,8193047,,,,,A6261,,,,,,,,,,facility,both,cash,,,80.6,,Capitation,,
11782,Legacy Good Samaritan Medical Center,11783,CDM,HC MEPILEX AG FOAM 4X4,272,8193054,,,,,A6209,,,,,,,,,,facility,both,gross,,,21,,Capitation,,
11783,Legacy Good Samaritan Medical Center,11784,CDM,HC MEPILEX AG FOAM 4X4,272,8193054,,,,,A6209,,,,,,,,,,facility,both,cash,,,13.65,,Capitation,,
11784,Legacy Good Samaritan Medical Center,11785,CDM,HC NO-STING BARRIER SPRAY,272,8193062,,,,,A4369,,,,,,,,,,facility,both,gross,,,18,,Capitation,,
11785,Legacy Good Samaritan Medical Center,11786,CDM,HC NO-STING BARRIER SPRAY,272,8193062,,,,,A4369,,,,,,,,,,facility,both,cash,,,11.7,,Capitation,,
11786,Legacy Good Samaritan Medical Center,11787,CDM,HC PROMOGRAN,272,8193070,,,,,A6021,,,,,,,,,,facility,both,gross,,,21,,Capitation,,
11787,Legacy Good Samaritan Medical Center,11788,CDM,HC PROMOGRAN,272,8193070,,,,,A6021,,,,,,,,,,facility,both,cash,,,13.65,,Capitation,,
11788,Legacy Good Samaritan Medical Center,11789,CDM,"HC SENSIFOOT STOCKING, ANY SIZE",272,8193088,,,,,A6549,,,,,,,,,,facility,both,gross,,,24,,Capitation,,
11789,Legacy Good Samaritan Medical Center,11790,CDM,"HC SENSIFOOT STOCKING, ANY SIZE",272,8193088,,,,,A6549,,,,,,,,,,facility,both,cash,,,15.6,,Capitation,,
11790,Legacy Good Samaritan Medical Center,11791,CDM,HC SILVASORB GEL,272,8193096,,,,,A6248,,,,,,,,,,facility,both,gross,,,48,,Capitation,,
11791,Legacy Good Samaritan Medical Center,11792,CDM,HC SILVASORB GEL,272,8193096,,,,,A6248,,,,,,,,,,facility,both,cash,,,31.2,,Capitation,,
11792,Legacy Good Samaritan Medical Center,11793,CDM,HC APLIGRAF PER SQ CM,272,8193104,,,,,Q4101,,,,,,,,,,facility,both,gross,,,N/A,,Capitation,,
11793,Legacy Good Samaritan Medical Center,11794,CDM,HC APLIGRAF PER SQ CM,272,8193104,,,,,Q4101,,,,,,,,,,facility,both,cash,,,N/A,,Capitation,,
11794,Legacy Good Samaritan Medical Center,11795,CDM,HC PREVENA SYS 20CM,270,8193195,,,,,A9272,,,,,,,,,,facility,both,gross,,,"1,361",,Capitation,,
11795,Legacy Good Samaritan Medical Center,11796,CDM,HC PREVENA SYS 20CM,270,8193195,,,,,A9272,,,,,,,,,,facility,both,cash,,,884.65,,Capitation,,
11796,Legacy Good Samaritan Medical Center,11797,CDM,HC PREVENA 90CM CUSTOM,270,8193203,,,,,A9272,,,,,,,,,,facility,both,gross,,,"1,788",,Capitation,,
11797,Legacy Good Samaritan Medical Center,11798,CDM,HC PREVENA 90CM CUSTOM,270,8193203,,,,,A9272,,,,,,,,,,facility,both,cash,,,1162.2,,Capitation,,
11798,Legacy Good Samaritan Medical Center,11799,CDM,HC NON-OPHTH FLUORESCENT VASCULAR ANGIO,320,8194045,,,,,C9733,,,,,,,,,,facility,both,gross,,,"1,101",,Capitation,,
11799,Legacy Good Samaritan Medical Center,11800,CDM,HC NON-OPHTH FLUORESCENT VASCULAR ANGIO,320,8194045,,,,,C9733,,,,,,,,,,facility,both,cash,,,715.65,,Capitation,,
11800,Legacy Good Samaritan Medical Center,11801,CDM,HC CUSHION WAFFLE STD (351463),272,8195018,,,,,,,,,,,,,,,facility,both,gross,,,45,,Capitation,,
11801,Legacy Good Samaritan Medical Center,11802,CDM,HC CUSHION WAFFLE STD (351463),272,8195018,,,,,,,,,,,,,,,facility,both,gross,,,29.25,,Capitation,,
11802,Legacy Good Samaritan Medical Center,11803,CDM,HC DRSG MEPILEX 3 X 3 IN BORDER (334480),272,8195026,,,,,A6212,,,,,,,,,,facility,both,gross,,,5,,Capitation,,
11803,Legacy Good Samaritan Medical Center,11804,CDM,HC DRSG MEPILEX 3 X 3 IN BORDER (334480),272,8195026,,,,,A6212,,,,,,,,,,facility,both,cash,,,3.25,,Capitation,,
11804,Legacy Good Samaritan Medical Center,11805,CDM,HC DRSG MEPILEX 4 X 4 IN BORDER (330165),272,8195034,,,,,A6212,,,,,,,,,,facility,both,gross,,,7,,Capitation,,
11805,Legacy Good Samaritan Medical Center,11806,CDM,HC DRSG MEPILEX 4 X 4 IN BORDER (330165),272,8195034,,,,,A6212,,,,,,,,,,facility,both,cash,,,4.55,,Capitation,,
11806,Legacy Good Samaritan Medical Center,11807,CDM,HC DRSG MEPILEX LITE 6.0 X 6.0 (333391),272,8195042,,,,,A6210,,,,,,,,,,facility,both,gross,,,12,,Capitation,,
11807,Legacy Good Samaritan Medical Center,11808,CDM,HC DRSG MEPILEX LITE 6.0 X 6.0 (333391),272,8195042,,,,,A6210,,,,,,,,,,facility,both,cash,,,7.8,,Capitation,,
11808,Legacy Good Samaritan Medical Center,11809,CDM,HC DRSG MEPILEX LITE 4.0 X 4.0 (333390),272,8195059,,,,,A6209,,,,,,,,,,facility,both,gross,,,6,,Capitation,,
11809,Legacy Good Samaritan Medical Center,11810,CDM,HC DRSG MEPILEX LITE 4.0 X 4.0 (333390),272,8195059,,,,,A6209,,,,,,,,,,facility,both,cash,,,3.9,,Capitation,,
11810,Legacy Good Samaritan Medical Center,11811,CDM,HC PROTECTANT SKIN MARATHON LIQUID  (332573),272,8195067,,,,,A6250,,,,,,,,,,facility,both,gross,,,13,,Capitation,,
11811,Legacy Good Samaritan Medical Center,11812,CDM,HC PROTECTANT SKIN MARATHON LIQUID  (332573),272,8195067,,,,,A6250,,,,,,,,,,facility,both,cash,,,8.45,,Capitation,,
11812,Legacy Good Samaritan Medical Center,11813,CDM,HC DRSG KALOSTAT ROPE 2GM CALCIUM (162009),272,8195075,,,,,,,,,,,,,,,facility,both,gross,,,9,,Capitation,,
11813,Legacy Good Samaritan Medical Center,11814,CDM,HC DRSG KALOSTAT ROPE 2GM CALCIUM (162009),272,8195075,,,,,,,,,,,,,,,facility,both,gross,,,5.85,,Capitation,,
11814,Legacy Good Samaritan Medical Center,11815,CDM,HC DRSG PROFORE HIGH COMPRESSION (334616),272,8195083,,,,,A6207,,,,,,,,,,facility,both,gross,,,28,,Capitation,,
11815,Legacy Good Samaritan Medical Center,11816,CDM,HC DRSG PROFORE HIGH COMPRESSION (334616),272,8195083,,,,,A6207,,,,,,,,,,facility,both,cash,,,18.2,,Capitation,,
11816,Legacy Good Samaritan Medical Center,11817,CDM,HC COBAN COMPRESSION (355216 355217),272,8195091,,,,,A6454,,,,,,,,,,facility,both,gross,,,33,,Capitation,,
11817,Legacy Good Samaritan Medical Center,11818,CDM,HC COBAN COMPRESSION (355216 355217),272,8195091,,,,,A6454,,,,,,,,,,facility,both,cash,,,21.45,,Capitation,,
11818,Legacy Good Samaritan Medical Center,11819,CDM,HC UNNA BOOT (308846 239181 366168),272,8195109,,,,,A6456,,,,,,,,,,facility,both,gross,,,13,,Capitation,,
11819,Legacy Good Samaritan Medical Center,11820,CDM,HC UNNA BOOT (308846 239181 366168),272,8195109,,,,,A6456,,,,,,,,,,facility,both,cash,,,8.45,,Capitation,,
11820,Legacy Good Samaritan Medical Center,11821,CDM,HC GELOCAST UNNA BOOT (365820),272,8195117,,,,,A6456,,,,,,,,,,facility,both,gross,,,31,,Capitation,,
11821,Legacy Good Samaritan Medical Center,11822,CDM,HC GELOCAST UNNA BOOT (365820),272,8195117,,,,,A6456,,,,,,,,,,facility,both,cash,,,20.15,,Capitation,,
