,hospital_id,row_id,line_type,description,rev_code,local_code,code,ms_drg,apr_drg,eapg,hcpcs_cpt,modifiers,thru,apc,icd,ndc,drug_hcpcs_multiplier,drug_quantity,drug_unit_of_measurement,drug_type_of_measurement,billing_class,setting,payer_category,payer_name,plan_name,standard_charge,standard_charge_percent,contracting_method,additional_generic_notes,additional_payer_specific_notes
3517,38007,3518,DRG,Fractures Of Hip And Pelvis With Mcc,,,,535,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,14589.0,,Capitation,,
3518,38007,3519,DRG,Fractures Of Hip And Pelvis Without Mcc,,,,536,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,10235.0,,Capitation,,
3519,38007,3520,DRG,Pathological Fractures And Musculoskeletal And Connective Tissue Malignancy With Mcc,,,,542,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,20546.0,,Capitation,,
3520,38007,3521,DRG,Pathological Fractures And Musculoskeletal And Connective Tissue Malignancy With Cc,,,,543,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,12816.0,,Capitation,,
3521,38007,3522,DRG,Pathological Fractures And Musculoskeletal And Connective Tissue Malignancy Without Cc/Mcc,,,,544,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,10243.0,,Capitation,,
3522,38007,3523,DRG,Medical Back Problems With Mcc,,,,551,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,18327.0,,Capitation,,
3523,38007,3524,DRG,"Fracture, Sprain, Strain And Dislocation Except Femur, Hip, Pelvis And Thigh With Mcc",,,,562,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,16450.0,,Capitation,,
3524,38007,3525,DRG,"Fracture, Sprain, Strain And Dislocation Except Femur, Hip, Pelvis And Thigh Without Mcc",,,,563,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,18744.0,,Capitation,,
3525,38007,3526,DRG,"Other Skin, Subcutaneous Tissue And Breast Procedures With Mcc",,,,579,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,62173.0,,Capitation,,
3526,38007,3527,DRG,Diabetes With Mcc,,,,637,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,16264.0,,Capitation,,
3527,38007,3528,DRG,"Miscellaneous Disorders Of Nutrition, Metabolism, Fluids And Electrolytes With Mcc",,,,640,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,14320.0,,Capitation,,
3528,38007,3529,DRG,"Miscellaneous Disorders Of Nutrition, Metabolism, Fluids And Electrolytes Without Mcc",,,,641,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,9912.0,,Capitation,,
3529,38007,3530,DRG,Renal Failure With Mcc,,,,682,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,16580.0,,Capitation,,
3530,38007,3531,DRG,Kidney And Urinary Tract Infections With Mcc,,,,689,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,13306.0,,Capitation,,
3531,38007,3532,DRG,Other Kidney And Urinary Tract Diagnoses With Mcc,,,,698,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,18549.0,,Capitation,,
3532,38007,3533,DRG,Other Kidney And Urinary Tract Diagnoses With Cc,,,,699,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,12474.0,,Capitation,,
3533,38007,3534,DRG,Testes Procedures With Cc/Mcc,,,,711,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,23776.0,,Capitation,,
3534,38007,3535,DRG,Red Blood Cell Disorders Without Mcc,,,,812,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,11273.0,,Capitation,,
3535,38007,3536,DRG,Infectious And Parasitic Diseases With O.R. Procedures With Mcc,,,,853,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,107465.0,,Capitation,,
3536,38007,3537,DRG,Septicemia Or Severe Sepsis With Mv >96 Hours,,,,870,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,66039.0,,Capitation,,
3537,38007,3538,DRG,Septicemia Or Severe Sepsis Without Mv >96 Hours With Mcc,,,,871,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,20465.0,,Capitation,,
3538,38007,3539,DRG,Septicemia Or Severe Sepsis Without Mv >96 Hours Without Mcc,,,,872,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,12404.0,,Capitation,,
3539,38007,3540,DRG,Organic Disturbances And Intellectual Disability,,,,884,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,30152.0,,Capitation,,
3540,38007,3541,DRG,"Alcohol, Drug Abuse Or Dependence Without Rehabilitation Therapy Without Mcc",,,,897,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,10463.0,,Capitation,,
3541,38007,3542,DRG,Other O.R. Procedures For Injuries With Cc,,,,908,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,22331.0,,Capitation,,
3542,38007,3543,DRG,Poisoning And Toxic Effects Of Drugs With Mcc,,,,917,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,16686.0,,Capitation,,
3543,38007,3544,DRG,Full Thickness Burn With Skin Graft Or Inhalation Injury With Cc/Mcc,,,,928,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,65527.0,,Capitation,,
3544,38007,3545,DRG,Full Thickness Burn With Skin Graft Or Inhalation Injury Without Cc/Mcc,,,,929,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,31126.0,,Capitation,,
3545,38007,3546,DRG,Signs And Symptoms Without Mcc,,,,948,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,10231.0,,Capitation,,
3546,38007,3547,DRG,Other O.R. Procedures For Multiple Significant Trauma With Cc,,,,958,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,42899.0,,Capitation,,
3547,38007,3548,DRG,Hiv With Major Related Condition With Mcc,,,,974,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,28105.0,,Capitation,,
3548,38007,3549,DRG,Non-Extensive O.R. Procedures Unrelated To Principal Diagnosis With Mcc,,,,987,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,47860.0,,Capitation,,
3549,38007,3550,DRG,Non-Extensive O.R. Procedures Unrelated To Principal Diagnosis With Cc,,,,988,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - PROVIDENCE,,18963.0,,Capitation,,
3550,38007,3551,DRG,"Ecmo Or Tracheostomy With Mv >96 Hours Or Principal Diagnosis Except Face, Mouth And Neck With Major",,,,003,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,310587.0,,Capitation,,
3551,38007,3552,DRG,"Tracheostomy With Mv >96 Hours Or Principal Diagnosis Except Face, Mouth And Neck Without Major O.R.",,,,004,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,109546.0,,Capitation,,
3552,38007,3553,DRG,"Tracheostomy For Face, Mouth And Neck Diagnoses Or Laryngectomy With Cc",,,,012,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,102148.0,,Capitation,,
3553,38007,3554,DRG,Intracranial Vascular Procedures With Principal Diagnosis Hemorrhage With Mcc,,,,020,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,94852.0,,Capitation,,
3554,38007,3555,DRG,Intracranial Vascular Procedures With Principal Diagnosis Hemorrhage With Cc,,,,021,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,69961.0,,Capitation,,
3555,38007,3556,DRG,Craniotomy With Major Device Implant Or Acute Complex Cns Principal Diagnosis With Mcc Or Chemothera,,,,023,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,53128.0,,Capitation,,
3556,38007,3557,DRG,Craniotomy With Major Device Implant Or Acute Complex Cns Principal Diagnosis Without Mcc,,,,024,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,37786.0,,Capitation,,
3557,38007,3558,DRG,Craniotomy And Endovascular Intracranial Procedures With Mcc,,,,025,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,42905.0,,Capitation,,
3558,38007,3559,DRG,Craniotomy And Endovascular Intracranial Procedures Without Cc/Mcc,,,,027,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,24841.0,,Capitation,,
3559,38007,3560,DRG,Spinal Procedures With Mcc,,,,028,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,54692.0,,Capitation,,
3560,38007,3561,DRG,Spinal Procedures With Cc Or Spinal Neurostimulators,,,,029,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,39753.0,,Capitation,,
3561,38007,3562,DRG,Carotid Artery Stent Procedures With Cc,,,,035,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,23279.0,,Capitation,,
3562,38007,3563,DRG,Carotid Artery Stent Procedures Without Cc/Mcc,,,,036,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,18917.0,,Capitation,,
3563,38007,3564,DRG,Extracranial Procedures With Cc,,,,038,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,17377.0,,Capitation,,
3564,38007,3565,DRG,Extracranial Procedures Without Cc/Mcc,,,,039,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,12579.0,,Capitation,,
3565,38007,3566,DRG,Nervous System Neoplasms With Mcc,,,,054,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,14700.0,,Capitation,,
3566,38007,3567,DRG,"Ischemic Stroke, Precerebral Occlusion Or Transient Ischemia With Thrombolytic Agent With Mcc",,,,061,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,28515.0,,Capitation,,
3567,38007,3568,DRG,"Ischemic Stroke, Precerebral Occlusion Or Transient Ischemia With Thrombolytic Agent With Cc",,,,062,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,20207.0,,Capitation,,
3568,38007,3569,DRG,Intracranial Hemorrhage Or Cerebral Infarction With Mcc,,,,064,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,20313.0,,Capitation,,
3569,38007,3570,DRG,Intracranial Hemorrhage Or Cerebral Infarction With Cc Or Tpa In 24 Hours,,,,065,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,11875.0,,Capitation,,
3570,38007,3571,DRG,Intracranial Hemorrhage Or Cerebral Infarction Without Cc/Mcc,,,,066,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,8862.0,,Capitation,,
3571,38007,3572,DRG,Nonspecific Cerebrovascular Disorders With Mcc,,,,070,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,17550.0,,Capitation,,
3572,38007,3573,DRG,Traumatic Stupor And Coma >1 Hour With Mcc,,,,082,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,22789.0,,Capitation,,
3573,38007,3574,DRG,Traumatic Stupor And Coma >1 Hour Without Cc/Mcc,,,,084,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,10495.0,,Capitation,,
3574,38007,3575,DRG,Traumatic Stupor And Coma <1 Hour With Mcc,,,,085,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,27787.0,,Capitation,,
3575,38007,3576,DRG,Other Disorders Of Nervous System With Mcc,,,,091,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,17306.0,,Capitation,,
3576,38007,3577,DRG,Seizures With Mcc,,,,100,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,42513.0,,Capitation,,
3577,38007,3578,DRG,Seizures Without Mcc,,,,101,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,10393.0,,Capitation,,
3578,38007,3579,DRG,"Other Ear, Nose, Mouth And Throat O.R. Procedures With Mcc",,,,143,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,29473.0,,Capitation,,
3579,38007,3580,DRG,Dental And Oral Diseases With Cc,,,,158,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,10499.0,,Capitation,,
3580,38007,3581,DRG,Major Chest Procedures With Cc,,,,164,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,26188.0,,Capitation,,
3581,38007,3582,DRG,Major Chest Procedures Without Cc/Mcc,,,,165,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,19519.0,,Capitation,,
3582,38007,3583,DRG,Respiratory Infections And Inflammations With Mcc,,,,177,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,19032.0,,Capitation,,
3583,38007,3584,DRG,Respiratory Infections And Inflammations With Cc,,,,178,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,13391.0,,Capitation,,
3584,38007,3585,DRG,Major Chest Trauma With Mcc,,,,183,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,18083.0,,Capitation,,
3585,38007,3586,DRG,Pulmonary Edema And Respiratory Failure,,,,189,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,13451.0,,Capitation,,
3586,38007,3587,DRG,Chronic Obstructive Pulmonary Disease With Mcc,,,,190,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,12623.0,,Capitation,,
3587,38007,3588,DRG,Chronic Obstructive Pulmonary Disease With Cc,,,,191,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,10678.0,,Capitation,,
3588,38007,3589,DRG,Simple Pneumonia And Pleurisy With Mcc,,,,193,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,14393.0,,Capitation,,
3589,38007,3590,DRG,Simple Pneumonia And Pleurisy With Cc,,,,194,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,10268.0,,Capitation,,
3590,38007,3591,DRG,Pneumothorax With Mcc,,,,199,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,18598.0,,Capitation,,
3591,38007,3592,DRG,Pneumothorax With Cc,,,,200,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,12099.0,,Capitation,,
3592,38007,3593,DRG,Other Respiratory System Diagnoses Without Mcc,,,,206,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,10413.0,,Capitation,,
3593,38007,3594,DRG,Respiratory System Diagnosis With Ventilator Support >96 Hours,,,,207,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,78954.0,,Capitation,,
3594,38007,3595,DRG,Respiratory System Diagnosis With Ventilator Support <=96 Hours,,,,208,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,25291.0,,Capitation,,
3595,38007,3596,DRG,Other Heart Assist System Implant,,,,215,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,174289.0,,Capitation,,
3596,38007,3597,DRG,Cardiac Valve And Other Major Cardiothoracic Procedures With Cardiac Catheterization With Mcc,,,,216,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,92424.0,,Capitation,,
3597,38007,3598,DRG,Cardiac Valve And Other Major Cardiothoracic Procedures Without Cardiac Catheterization With Mcc,,,,219,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,74887.0,,Capitation,,
3598,38007,3599,DRG,Cardiac Valve And Other Major Cardiothoracic Procedures Without Cardiac Catheterization With Cc,,,,220,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,50908.0,,Capitation,,
3599,38007,3600,DRG,Cardiac Valve And Other Major Cardiothoracic Procedures Without Cardiac Catheterization Without Cc/M,,,,221,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,43466.0,,Capitation,,
3600,38007,3601,DRG,Cardiac Defibrillator Implant Without Cardiac Catheterization Without Mcc,,,,227,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,49016.0,,Capitation,,
3601,38007,3602,DRG,Other Cardiothoracic Procedures With Mcc,,,,228,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,50610.0,,Capitation,,
3602,38007,3603,DRG,Coronary Bypass With Cardiac Catheterization Or Open Ablation Without Mcc,,,,234,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,57846.0,,Capitation,,
3603,38007,3604,DRG,Coronary Bypass Without Cardiac Catheterization With Mcc,,,,235,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,57298.0,,Capitation,,
3604,38007,3605,DRG,Coronary Bypass Without Cardiac Catheterization Without Mcc,,,,236,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,39187.0,,Capitation,,
3605,38007,3606,DRG,Amputation For Circulatory System Disorders Except Upper Limb And Toe With Mcc,,,,239,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,100008.0,,Capitation,,
3606,38007,3607,DRG,Amputation For Circulatory System Disorders Except Upper Limb And Toe With Cc,,,,240,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,27602.0,,Capitation,,
3607,38007,3608,DRG,Permanent Cardiac Pacemaker Implant With Cc,,,,243,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,24972.0,,Capitation,,
3608,38007,3609,DRG,Percutaneous Cardiovascular Procedures With Drug-Eluting Stent With Mcc Or 4+ Arteries Or Stents,,,,246,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,30472.0,,Capitation,,
3609,38007,3610,DRG,Percutaneous Cardiovascular Procedures With Drug-Eluting Stent Without Mcc,,,,247,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,20095.0,,Capitation,,
3610,38007,3611,DRG,Other Vascular Procedures With Mcc,,,,252,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,32379.0,,Capitation,,
3611,38007,3612,DRG,Other Vascular Procedures With Cc,,,,253,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,26394.0,,Capitation,,
3612,38007,3613,DRG,Endovascular Cardiac Valve Replacement And Supplement Procedures With Mcc,,,,266,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,65623.0,,Capitation,,
3613,38007,3614,DRG,Endovascular Cardiac Valve Replacement And Supplement Procedures Without Mcc,,,,267,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,52421.0,,Capitation,,
3614,38007,3615,DRG,Aortic And Heart Assist Procedures Except Pulsation Balloon Without Mcc,,,,269,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,40830.0,,Capitation,,
3615,38007,3616,DRG,Other Major Cardiovascular Procedures With Mcc,,,,270,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,49172.0,,Capitation,,
3616,38007,3617,DRG,Other Major Cardiovascular Procedures With Cc,,,,271,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,34289.0,,Capitation,,
3617,38007,3618,DRG,Other Major Cardiovascular Procedures Without Cc/Mcc,,,,272,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,26444.0,,Capitation,,
3618,38007,3619,DRG,Percutaneous And Other Intracardiac Procedures With Mcc,,,,273,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,36811.0,,Capitation,,
3619,38007,3620,DRG,Percutaneous And Other Intracardiac Procedures Without Mcc,,,,274,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,31748.0,,Capitation,,
3620,38007,3621,DRG,"Acute Myocardial Infarction, Discharged Alive With Mcc",,,,280,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,16913.0,,Capitation,,
3621,38007,3622,DRG,"Acute Myocardial Infarction, Discharged Alive With Cc",,,,281,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,10818.0,,Capitation,,
3622,38007,3623,DRG,"Circulatory Disorders Except Ami, With Cardiac Catheterization With Mcc",,,,286,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,21648.0,,Capitation,,
3623,38007,3624,DRG,"Circulatory Disorders Except Ami, With Cardiac Catheterization Without Mcc",,,,287,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,12421.0,,Capitation,,
3624,38007,3625,DRG,Heart Failure And Shock With Mcc,,,,291,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,13894.0,,Capitation,,
3625,38007,3626,DRG,Heart Failure And Shock With Cc,,,,292,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,10264.0,,Capitation,,
3626,38007,3627,DRG,Peripheral Vascular Disorders With Mcc,,,,299,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,16389.0,,Capitation,,
3627,38007,3628,DRG,Peripheral Vascular Disorders With Cc,,,,300,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,12295.0,,Capitation,,
3628,38007,3629,DRG,Atherosclerosis Without Mcc,,,,303,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,8414.0,,Capitation,,
3629,38007,3630,DRG,Hypertension With Mcc,,,,304,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,12212.0,,Capitation,,
3630,38007,3631,DRG,Hypertension Without Mcc,,,,305,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,9250.0,,Capitation,,
3631,38007,3632,DRG,Cardiac Congenital And Valvular Disorders With Mcc,,,,306,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,16351.0,,Capitation,,
3632,38007,3633,DRG,Cardiac Arrhythmia And Conduction Disorders With Mcc,,,,308,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,13610.0,,Capitation,,
3633,38007,3634,DRG,Cardiac Arrhythmia And Conduction Disorders With Cc,,,,309,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,9201.0,,Capitation,,
3634,38007,3635,DRG,Cardiac Arrhythmia And Conduction Disorders Without Cc/Mcc,,,,310,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,7402.0,,Capitation,,
3635,38007,3636,DRG,Syncope And Collapse,,,,312,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,10089.0,,Capitation,,
3636,38007,3637,DRG,Other Circulatory System Diagnoses With Mcc,,,,314,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,21210.0,,Capitation,,
3637,38007,3638,DRG,Other Endovascular Cardiac Valve Procedures With Mcc,,,,319,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,41059.0,,Capitation,,
3638,38007,3639,DRG,Major Small And Large Bowel Procedures With Mcc,,,,329,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,79430.0,,Capitation,,
3639,38007,3640,DRG,Appendectomy Without Complicated Principal Diagnosis With Cc,,,,342,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,15216.0,,Capitation,,
3640,38007,3641,DRG,Minor Small And Large Bowel Procedures With Mcc,,,,344,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,27683.0,,Capitation,,
3641,38007,3642,DRG,Other Digestive System O.R. Procedures With Cc,,,,357,,,,,,,,,,,,,facility,Inpatient,payer,MEDICARE MANAGED CARE - UNITED HEALTHCARE,,22830.0,,Capitation,,
